GeneSymbol;logFC;AveExpr;t;P.Value;adj.P.Val;B;ProbeID
CWF19L1;-0.394299696;4.288264423;-4.923889513;2.50E-06;7.84E-06;3.828418421;11754742_x_at
CWF19L2;-0.57532876;6.616540648;-4.640942376;8.29E-06;2.40E-05;2.672880077;11724822_a_at
CWH43;0.087852564;3.167579645;0.648458176;0.5178198;0.581893343;-7.119511283;11728575_a_at
CX3CL1;-0.49713905;4.316509912;-4.392034482;2.29E-05;6.18E-05;1.697149855;11734551_a_at
CX3CR1;0.056404681;2.985498274;1.268608084;0.206822768;0.262925999;-6.52766228;11756847_a_at
CXADR;0.459040219;4.609182975;1.916451125;0.057478273;0.083903465;-5.512936409;11753834_x_at
CXCL1;1.486721007;8.303965405;3.810678776;0.000211962;0.000490233;-0.421645298;11719366_s_at
CXCL10;2.731370711;7.486911908;6.957991297;1.47E-10;8.54E-10;13.33368402;11720298_at
CXCL11;-0.468612528;5.71110745;-1.049533982;0.295858119;0.359334244;-6.779828063;11749245_a_at
CXCL12;-2.165909403;8.041898235;-7.20266343;4.10E-11;2.57E-10;14.58992103;11718743_a_at
CXCL13;1.552999191;6.273072364;2.640654802;0.009276921;0.015991274;-3.921876219;11720161_at
CXCL14;-0.47699056;3.405628254;-6.827014206;2.89E-10;1.61E-09;12.6693583;11717910_at
CXCL16;0.983253867;7.753057901;6.967658917;1.40E-10;8.15E-10;13.38295021;11756645_x_at
CXCL17;-1.971374579;6.522584473;-3.834844261;0.000194073;0.000451695;-0.33826793;11722658_at
CXCL2;-0.631673978;8.62335044;-1.790121079;0.075736329;0.107369226;-5.741836422;11744127_at
CXCL3;1.635751889;5.608082777;4.17850843;5.32E-05;0.000135296;0.892112304;11728477_at
CXCL5;4.513499905;7.760258455;7.384710632;1.57E-11;1.04E-10;15.53672342;11728715_at
CXCL6;0.740272577;7.09611823;1.352452917;0.17855239;0.23089179;-6.41884071;11730801_at
CXCL9;2.166256415;7.883027513;5.026634442;1.60E-06;5.18E-06;4.259697217;11719943_at
CXCR1;0.3893221;3.631849996;2.322320875;0.021752424;0.034752368;-4.678727897;11733003_a_at
CXCR2;0.553470972;3.382806844;3.051648774;0.002754218;0.005228313;-2.816913817;11731425_at
CXCR3;-0.610514652;4.38151018;-5.089768623;1.21E-06;4.00E-06;4.527692433;11734606_a_at
CXCR4;2.495682756;9.859397479;10.1458344;3.22E-18;5.59E-17;30.75349615;11728190_s_at
CXCR5;-0.610570096;3.460869395;-8.365535537;7.62E-14;6.90E-13;20.78833057;11733116_a_at
CXCR6;0.559067347;5.422059983;2.085390833;0.038967827;0.058965362;-5.183847922;11729977_a_at
CXCR7;-0.898943942;8.438267373;-4.455371267;1.77E-05;4.88E-05;1.941693685;11722598_s_at
CXXC1;-0.715378021;4.872182225;-6.777712115;3.73E-10;2.04E-09;12.42083739;11756929_a_at
CXXC4;-1.530118263;4.012382576;-8.547099296;2.78E-14;2.68E-13;21.78378988;11731695_at
CXXC5;-0.782352697;9.755844008;-5.2541929;5.84E-07;2.02E-06;5.236051782;11759546_a_at
CXorf1;0.000964061;2.903041535;0.02467129;0.980354567;0.984581093;-7.329824095;11743203_at
CXorf21;0.951368407;5.786922138;3.92266544;0.00014041;0.000334606;-0.031735649;11740080_at
CXorf22;0.148027649;3.035459055;2.814916526;0.005630038;0.010098611;-3.47060972;11758541_s_at
CXorf23;0.780498668;6.320233687;6.770913413;3.86E-10;2.11E-09;12.38663417;11740257_a_at
CXorf26;0.919759802;7.821117031;7.663555905;3.53E-12;2.55E-11;17.00540526;11723077_at
CXorf27;-0.104873233;2.921499856;-2.449186089;0.015634762;0.025749961;-4.387705272;11731256_at
CXorf30;0.009483054;3.032323045;0.14615276;0.884024683;0.906435026;-7.319414086;11740320_at
CXorf36;-0.485327729;3.205282735;-6.836345811;2.76E-10;1.54E-09;12.71649307;11733288_a_at
CXorf38;0.716945471;5.568837562;4.575999731;1.08E-05;3.08E-05;2.414531794;11756170_a_at
CXorf40A;-0.823296408;4.231547385;-7.923417589;8.63E-13;6.77E-12;18.39249622;11762108_a_at
CXorf41;0.101396237;2.768135593;2.014139441;0.046035622;0.068613709;-5.325828847;11736862_at
CXorf48;0.045204011;2.617846788;1.293703787;0.19803626;0.252947594;-6.495802156;11730642_at
CXorf49;-1.125993066;5.705629638;-10.18990687;2.50E-18;4.43E-17;31.00435175;11738258_at
CXorf51;-0.01978097;2.972130127;-0.362067732;0.717882798;0.765037328;-7.264395345;11758632_s_at
CXorf56;0.559689459;5.027756794;3.622327313;0.000415792;0.000914628;-1.056911343;11739108_a_at
CXorf57;0.39921657;3.344285738;3.434819183;0.000793807;0.001662974;-1.663060866;11723727_a_at
CXorf58;-0.280379934;2.935619456;-4.788558628;4.46E-06;1.35E-05;3.269748608;11735357_at
CXorf59;0.046109588;2.98620696;0.920165688;0.359171673;0.425271663;-6.90672075;11738476_at
CXorf61;0.68601199;3.562035496;1.774293692;0.078329509;0.110670628;-5.769468452;11732935_at
CXorf64;-0.20379622;3.574630751;-2.972175504;0.003517687;0.006557868;-3.041513833;11731347_at
CXorf65;0.19347337;3.697238029;1.70334166;0.090867189;0.12656721;-5.890460178;11729520_at
CXorf66;0.022085414;3.001421396;0.475981153;0.634877901;0.690177641;-7.216567603;11737456_at
CXorf67;-0.079562065;2.933929908;-1.642610035;0.102853633;0.141424104;-5.990269616;11737599_at
CYAT1;0.030284296;3.015703932;0.617497886;0.537974571;0.600692675;-7.139114355;11763254_at
CYB561;-1.231125068;4.867480523;-11.39362283;2.42E-21;6.81E-20;37.88595107;11751429_x_at
CYB561D1;-0.428141391;3.181434024;-6.869413455;2.33E-10;1.31E-09;12.88376487;11736910_a_at
CYB561D2;-0.469641152;6.816983234;-4.247898872;4.05E-05;0.000105206;1.150404579;11756999_a_at
CYB5A;-1.911025159;9.60241854;-12.66707065;1.57E-24;7.62E-23;45.16531681;11757320_x_at
CYB5B;0.586654544;10.26014157;5.899419257;2.92E-08;1.22E-07;8.151399453;11719095_s_at
CYB5D1;-1.320350778;6.915346022;-10.9375255;3.36E-20;7.98E-19;35.27402845;11723716_a_at
CYB5D2;-1.033221684;5.996033706;-8.177952865;2.14E-13;1.82E-12;19.76668072;11756677_a_at
CYB5R1;-0.629657118;7.065808265;-5.889874731;3.06E-08;1.27E-07;8.106800067;11748855_a_at
CYB5R2;1.090744846;6.460583859;5.634031338;1.02E-07;3.96E-07;6.927264294;11757682_a_at
CYB5R3;0.472290252;10.57501056;6.574388334;1.05E-09;5.38E-09;11.40521216;11715555_a_at
CYB5R4;0.704902344;8.320874432;7.020862413;1.06E-10;6.28E-10;13.65463234;11724238_at
CYB5RL;0.046733547;3.459254652;0.702755432;0.483450817;0.548841479;-7.082832387;11754602_a_at
CYBA;1.034501354;10.82149452;7.301691172;2.43E-11;1.57E-10;15.10371947;11743968_a_at
CYBASC3;-0.862843411;3.440767589;-9.892868946;1.37E-17;2.18E-16;29.31623149;11747363_a_at
CYBB;1.574540512;7.094954894;6.430519765;2.16E-09;1.06E-08;10.69597695;11727876_at
CYBRD1;2.3712027;5.405647238;11.75350533;3.02E-22;9.89E-21;39.94697005;11716310_a_at
CYC1;-0.441314731;9.731325857;-3.961719381;0.00012139;0.000292351;0.106339679;11757524_x_at
CYCS;0.560904245;9.890454974;4.038244144;9.10E-05;0.000223524;0.379999083;11753803_x_at
CYFIP1;-0.186038077;9.411825259;-2.264700795;0.025167782;0.039688862;-4.806200786;11736683_a_at
CYFIP2;0.126406386;3.213659944;1.408726082;0.161277102;0.211151108;-6.342008463;11756266_a_at
CYGB;-1.159820969;4.143420345;-13.74391291;3.37E-27;2.53E-25;51.26250075;11719039_at
CYHR1;-1.290220969;5.929980015;-10.90575133;4.04E-20;9.47E-19;35.09217451;11737983_a_at
CYLC1;0.033086137;2.852904502;0.847680816;0.398156514;0.464810836;-6.970625277;11755580_a_at
CYLC2;0.025155926;3.17208709;0.577339389;0.564697704;0.625743559;-7.163120968;11735388_at
CYLD;-0.597721527;6.510744483;-5.225465768;6.64E-07;2.28E-06;5.111224512;11723094_a_at
CYP11A1;0.055614534;2.929904869;1.32115854;0.188743551;0.242401024;-6.460250524;11750526_a_at
CYP11B1;-0.189750502;2.857256386;-3.501614933;0.000632248;0.001347788;-1.450188938;11734128_a_at
CYP11B2;-0.0858565;2.870321253;-2.29645155;0.023231823;0.036916465;-4.73632409;11742070_at
CYP17A1;-0.088938181;2.805785632;-1.727778977;0.08637629;0.120932682;-5.849320542;11723413_at
CYP19A1;0.063446135;2.720739469;1.719005958;0.087967206;0.122909195;-5.864154164;11760374_at
CYP1A1;-0.448682148;2.895571573;-7.258570951;3.05E-11;1.95E-10;14.87962691;11754154_a_at
CYP1A2;-1.009021419;5.364026697;-12.83271358;6.08E-25;3.15E-23;46.10783098;11732108_x_at
CYP1B1;2.725745461;6.574991805;9.367650369;2.75E-16;3.53E-15;26.34979061;11747104_s_at
CYP20A1;-0.729975293;7.54070327;-7.029006286;1.02E-10;6.04E-10;13.69630136;11733286_s_at
CYP21A2;-0.213689402;3.072249085;-3.79609127;0.000223507;0.000514911;-0.471771947;11738994_a_at
CYP24A1;0.808261005;3.832298265;2.11693849;0.036149233;0.05512973;-5.119508462;11732877_a_at
CYP26A1;1.470909403;4.626022117;3.501189573;0.000633171;0.001349639;-1.451555286;11732657_a_at
CYP26B1;0.491250636;4.173712927;3.349015642;0.001058443;0.002168705;-1.931475536;11730353_a_at
CYP26C1;-0.240586281;3.144421309;-5.639737667;9.98E-08;3.86E-07;6.953229469;11738865_a_at
CYP27A1;0.204004542;8.042469251;1.01586731;0.31155866;0.376072639;-6.814430624;11731430_a_at
CYP27B1;-0.902637422;4.305605179;-5.630628702;1.04E-07;4.01E-07;6.911789094;11722122_at
CYP27C1;0.653075442;3.34011609;3.997792653;0.000106025;0.000257621;0.234830792;11740835_at
CYP2A13;-0.819228074;3.127195735;-9.71621693;3.77E-17;5.58E-16;28.31554474;11732114_at
CYP2A6;0.062701072;2.898174893;1.373824821;0.171834234;0.223268318;-6.390019;11726575_a_at
CYP2B6;-0.369645751;3.828345411;-4.958238682;2.15E-06;6.83E-06;3.971925129;11729453_s_at
CYP2B7P1;0.286976834;3.629378163;2.13043293;0.034998334;0.053516664;-5.091711931;11744556_x_at
CYP2C18;2.245421995;6.463325271;5.52506113;1.70E-07;6.35E-07;6.434522342;11735077_a_at
CYP2C19;0.161723449;2.895917573;1.915959399;0.057541436;0.083983253;-5.513856028;11759475_at
CYP2C8;-0.627059055;3.51014328;-3.223977414;0.001594727;0.003164719;-2.312348255;11728250_s_at
CYP2C9;1.440695547;5.968445297;3.362454247;0.001012154;0.00208051;-1.88981276;11727472_x_at
CYP2D6;-0.634661829;4.446557318;-6.555991764;1.15E-09;5.88E-09;11.31407741;11733908_x_at
CYP2E1;-1.730686458;3.914840825;-9.268986535;4.81E-16;6.00E-15;25.79580715;11731468_x_at
CYP2F1;-1.42408508;4.246428456;-13.71683609;3.93E-27;2.91E-25;51.11017239;11762278_x_at
CYP2J2;0.387814254;5.746841508;1.545873674;0.124539134;0.168024056;-6.142059557;11722614_a_at
CYP2R1;-0.678510859;6.476353631;-5.251133298;5.92E-07;2.05E-06;5.222735736;11722910_s_at
CYP2S1;1.81481302;5.423417516;4.874385943;3.09E-06;9.57E-06;3.622806775;11755278_a_at
CYP2U1;0.571741011;4.007895838;4.847317167;3.47E-06;1.06E-05;3.510985651;11763839_a_at
CYP2W1;0.028464442;3.630352132;0.257557542;0.797151144;0.834706691;-7.296858364;11737840_x_at
CYP39A1;-2.029194742;5.112750801;-9.795614544;2.40E-17;3.66E-16;28.76497778;11756702_a_at
CYP3A4;-0.518393995;3.576622605;-1.67756156;0.095808858;0.132683218;-5.9332525;11731428_a_at
CYP3A43;-0.048576736;2.73752711;-1.213249306;0.227210076;0.285608757;-6.595787833;11731990_a_at
CYP3A5;0.689676353;3.824387508;3.729729258;0.000283983;0.000643014;-0.697858463;11760915_a_at
CYP3A7;-0.62831856;4.864160098;-4.599460124;9.84E-06;2.82E-05;2.507556753;11763348_x_at
CYP46A1;-0.804764804;3.804504845;-8.086374395;3.55E-13;2.92E-12;19.27059681;11728179_a_at
CYP4A11;-2.00034446;5.362027754;-16.05999855;8.57E-33;2.21E-30;64.04056936;11741459_s_at
CYP4A22;-0.015178428;2.989149238;-0.280862691;0.779257287;0.81916561;-7.290566766;11760616_a_at
CYP4B1;0.022243408;3.133025661;0.131728366;0.89540055;0.915760677;-7.321424663;11743003_a_at
CYP4F11;0.607314576;4.727394622;1.87431826;0.063106;0.091212623;-5.590922319;11756915_a_at
CYP4F12;-0.945331511;5.685264534;-4.676907392;7.13E-06;2.09E-05;2.817075692;11730971_a_at
CYP4F2;-2.090185564;4.861055463;-12.45902051;5.19E-24;2.30E-22;43.97960771;11733296_s_at
CYP4F22;-0.198671999;3.047114047;-3.327077695;0.001138287;0.002321322;-1.999186135;11733532_at
CYP4F3;-0.902212098;4.663235224;-6.440262384;2.06E-09;1.01E-08;10.74375109;11750945_x_at
CYP4F8;-0.44860687;3.240758471;-6.889631342;2.10E-10;1.19E-09;12.98622289;11761901_at
CYP4V2;-1.389298303;8.072631092;-8.465071326;4.39E-14;4.12E-13;21.33328659;11734902_a_at
CYP4X1;-0.389429622;5.619367556;-1.32670606;0.186906008;0.240372389;-6.452978653;11722054_a_at
CYP4Z1;-0.06434132;2.726591484;-1.459294344;0.14686959;0.194547155;-6.270374837;11753121_s_at
CYP4Z2P;0.039582927;2.817102515;0.843657285;0.400393535;0.466991831;-6.974020749;11762841_at
CYP51A1;0.408266994;6.971014069;1.965136129;0.051507026;0.075997909;-5.420783376;11722564_at
CYP7A1;-0.083591486;3.054118758;-1.637488277;0.103920123;0.142743483;-5.998528101;11737279_at
CYP7B1;-0.188002374;5.080265515;-1.120598469;0.264501881;0.326029299;-6.70314941;11740151_at
CYP8B1;0.054913077;3.041326766;1.20039734;0.232143785;0.291040134;-6.61117881;11730157_at
CYR61;-0.022737679;9.585101413;-0.072498036;0.942315759;0.953797617;-7.327492684;11715493_a_at
CYS1;-0.876563387;3.235502423;-12.00479288;7.10E-23;2.58E-21;41.38493692;11739829_x_at
CYSLTR1;0.506350482;4.113193989;3.036604499;0.002885814;0.005461746;-2.859825889;11759152_at
CYSLTR2;-0.247903935;3.415974612;-2.817778637;0.005582976;0.010021112;-3.462984081;11751390_a_at
CYTH1;-0.331944184;3.594471461;-3.826103777;0.000200371;0.000465169;-0.368473534;11744293_a_at
CYTH2;-0.155830071;3.083038527;-2.892362222;0.004476355;0.008184113;-3.261855899;11761298_at
CYTH3;1.427576637;8.893671327;9.137525193;1.01E-15;1.21E-14;25.05955024;11757447_s_at
CYTH4;-0.659370183;3.392169373;-8.270462005;1.29E-13;1.13E-12;20.26962159;11750275_a_at
CYTIP;0.478604444;7.686706622;2.163794209;0.032287982;0.04972323;-5.022286013;11734690_a_at
CYTL1;0.844732532;4.547819634;4.323817436;3.01E-05;7.96E-05;1.436678856;11723070_a_at
CYTSA;-0.264041637;3.79542503;-3.537999887;0.00055781;0.001199774;-1.332804288;11756549_a_at
CYTSB;1.094152794;4.22894116;9.922223772;1.16E-17;1.86E-16;29.48277152;11759015_at
CYYR1;-0.304787732;5.743847097;-1.522602346;0.130260202;0.17485337;-6.17725054;11722505_s_at
CYorf15A;-1.161611686;3.868322373;-8.899182387;3.88E-15;4.26E-14;23.73069271;11760448_a_at
CYorf15B;-1.398992291;5.360163235;-3.365057877;0.001003408;0.002063216;-1.881724677;11728775_at
D2HGDH;-0.85377572;3.738643952;-10.20098182;2.34E-18;4.17E-17;31.06740822;11747449_s_at
D4S234E;-0.936400572;3.915080791;-8.43121393;5.30E-14;4.91E-13;21.1477051;11743424_a_at
DAAM1;-0.0280372;8.499151169;-0.271383698;0.78652165;0.825487394;-7.293191412;11755080_a_at
DAAM2;-0.394603128;3.15901901;-5.249359953;5.97E-07;2.06E-06;5.215020072;11748561_a_at
DAB1;-0.082738592;3.019437699;-1.553647817;0.122672718;0.165813144;-6.130188783;11731025_a_at
DAB2;0.706073872;7.495813233;5.009828661;1.72E-06;5.54E-06;4.188739671;11722356_a_at
DAB2IP;-0.502484595;3.629715969;-6.345779963;3.30E-09;1.58E-08;10.28203954;11732484_a_at
DACH1;-0.295461497;6.241151245;-0.920164567;0.359172256;0.425271663;-6.906721779;11727089_a_at
DACH2;-0.248259733;3.24791115;-3.695828234;0.000320572;0.000719626;-0.812112003;11752513_a_at
DACT1;2.560504085;8.164419583;11.68732498;4.43E-22;1.41E-20;39.56806192;11735385_s_at
DACT2;-0.037406049;2.665858488;-0.820507695;0.413412128;0.480033183;-6.993246208;11762579_at
DACT3;0.324550755;5.162347746;2.366584006;0.019412781;0.031345046;-4.578802797;11725007_at
DAD1;-0.346797997;10.23644416;-4.622945856;8.93E-06;2.57E-05;2.601025679;11754060_a_at
DAD1L;-1.210827364;3.383715604;-8.716897067;1.08E-14;1.11E-13;22.72014271;11757254_at
DAG1;-0.660592577;3.558372813;-7.547846056;6.56E-12;4.57E-11;16.39336174;11715549_at
DAGLA;-0.51094505;3.369049323;-6.02144369;1.62E-08;7.01E-08;8.725238799;11726435_at
DAGLB;0.900012868;4.79272254;8.703883573;1.16E-14;1.18E-13;22.64820451;11720934_a_at
DAK;-0.270511936;3.569843612;-3.534540946;0.000564514;0.001212979;-1.344006607;11729597_x_at
DALRD3;-0.789931318;6.259796585;-8.559360693;2.60E-14;2.52E-13;21.85123595;11733015_a_at
DAND5;-0.869934355;3.373182664;-10.40638995;7.19E-19;1.39E-17;32.23819851;11737980_a_at
DAO;-0.335125159;3.071904624;-6.133309473;9.41E-09;4.22E-08;9.2571203;11725292_a_at
DAOA;-0.080201109;2.807197484;-1.613258663;0.109086399;0.149126415;-6.037260957;11762765_at
DAP;-1.145482762;7.959524958;-8.721103261;1.05E-14;1.08E-13;22.74340046;11715438_at
DAP3;-0.337824402;8.965631903;-4.524204287;1.34E-05;3.76E-05;2.210375447;11741040_x_at
DAPK1;0.702776942;4.031390285;4.806421647;4.13E-06;1.25E-05;3.34286886;11760470_at
DAPK2;-1.301282146;4.270640176;-12.42149339;6.44E-24;2.82E-22;43.7655306;11748604_a_at
DAPK3;-0.599674059;5.743594784;-5.828495312;4.09E-08;1.67E-07;7.82099413;11722400_a_at
DAPL1;-2.506260611;4.683413913;-6.525551466;1.34E-09;6.78E-09;11.16356273;11724085_at
DAPP1;2.448260738;7.4892233;11.17811407;8.39E-21;2.18E-19;36.65155908;11728901_a_at
DARC;-0.732643341;6.064162421;-2.160395604;0.032555511;0.050093048;-5.029404592;11757035_a_at
DARS;-0.045664025;8.906861487;-0.495076329;0.621372744;0.677808771;-7.207281886;11746469_x_at
DARS2;0.422669833;5.068807913;2.661117329;0.008759005;0.01516467;-3.870223406;11726603_at
DAXX;-0.434408277;7.197965795;-5.679039292;8.30E-08;3.24E-07;7.132494364;11719376_a_at
DAZ1;-0.282598989;2.912773344;-0.767990301;0.443870322;0.510562006;-7.034897472;11726143_s_at
DAZAP1;-0.316709388;9.344874406;-4.082880354;7.68E-05;0.000190794;0.541503233;11754983_s_at
DAZAP2;0.791280095;6.073082616;6.955210686;1.49E-10;8.65E-10;13.31951984;11736492_a_at
DAZL;-0.143344124;2.692534899;-3.392902617;0.000914194;0.001893809;-1.794897342;11748376_a_at
DBC1;0.288247127;3.483668314;2.332132096;0.021213418;0.033959348;-4.656728512;11747118_a_at
DBF4;1.029392627;6.013062065;6.348599031;3.26E-09;1.55E-08;10.29576372;11747731_a_at
DBF4B;-0.887359918;3.409030729;-10.93569719;3.40E-20;8.06E-19;35.26356388;11762592_s_at
DBH;-0.516967707;3.606475628;-5.580103607;1.32E-07;5.00E-07;6.682673884;11744309_at
DBI;-0.13879722;10.19924186;-1.693881853;0.092655861;0.128775323;-5.906235041;11756026_x_at
DBN1;1.453241941;6.463230724;10.36302855;9.23E-19;1.75E-17;31.9908565;11732120_a_at
DBNDD1;-0.960609697;3.722324017;-12.36461595;8.94E-24;3.78E-22;43.44095752;11745814_x_at
DBNDD2;0.731492626;9.727020207;6.280758348;4.56E-09;2.13E-08;9.966391485;11733248_a_at
DBNL;0.853442054;8.186735434;8.792112866;7.08E-15;7.45E-14;23.13648028;11757879_s_at
DBP;0.189183416;4.47080865;1.125414882;0.262463825;0.32389711;-6.697774138;11752942_s_at
DBR1;0.605555315;5.725531041;5.116318622;1.08E-06;3.59E-06;4.641062218;11755472_x_at
DBT;-0.692937654;5.550678128;-5.645879215;9.69E-08;3.75E-07;6.981192863;11731509_x_at
DBX1;-0.07860674;2.888786692;-1.545270546;0.124684864;0.168183069;-6.142978108;11743244_at
DBX2;0.067467674;2.86996711;1.675273411;0.096257781;0.133241402;-5.937020396;11737585_at
DCAF10;-0.84748498;7.81924759;-7.827368396;1.45E-12;1.10E-11;17.87785108;11724599_at
DCAF11;-1.501626115;6.075160811;-13.70241964;4.26E-27;3.13E-25;51.0290453;11745179_x_at
DCAF12;0.548347579;4.156365944;4.277039813;3.62E-05;9.46E-05;1.259837275;11718039_at
DCAF12L1;-0.155643588;2.96726251;-2.899218262;0.004385452;0.008032487;-3.243135027;11730697_at
DCAF12L2;-0.602427235;3.14429542;-8.339773131;8.79E-14;7.88E-13;20.64759562;11715338_s_at
DCAF13;0.168439324;7.105069726;1.39190655;0.166301238;0.217015535;-6.365291553;11730328_x_at
DCAF15;-0.063600491;3.114351667;-1.290686922;0.199077683;0.254133182;-6.499664381;11744224_a_at
DCAF16;0.530612545;6.345679856;5.014352515;1.69E-06;5.44E-06;4.207824508;11723555_at
DCAF17;0.460385065;3.455543533;6.550476376;1.18E-09;6.03E-09;11.28677982;11728861_a_at
DCAF4;-0.495600589;6.517959378;-4.079959948;7.77E-05;0.000192768;0.530894455;11736042_a_at
DCAF4L1;-0.14194773;2.998301578;-3.333174743;0.001115549;0.002278433;-1.980405491;11733378_at
DCAF4L2;-0.043708168;2.866148678;-1.051450839;0.294980594;0.358389197;-6.777824536;11732472_at
DCAF5;0.13468032;2.829466214;1.844034513;0.06742963;0.096782049;-5.645960989;11760781_at
DCAF6;0.144425375;13.53833001;2.858960351;0.004944419;0.008966958;-3.352503437;11764256_s_at
DCAF7;0.711462478;6.703975995;4.664400112;7.51E-06;2.19E-05;2.766839629;11729624_at
DCAF8;-0.575298987;3.938755281;-6.861910263;2.42E-10;1.36E-09;12.84577689;11748746_a_at
DCAF8L1;-0.020614177;2.654884201;-0.573209901;0.567481847;0.628307555;-7.165498538;11737731_at
DCAF8L2;-0.119003073;3.108064587;-2.420834134;0.016850531;0.027555574;-4.453972578;11738229_at
DCAKD;-0.586969524;6.40555607;-7.151916428;5.35E-11;3.29E-10;14.32779307;11726861_a_at
DCBLD1;0.810256952;6.263616941;5.658850469;9.12E-08;3.54E-07;7.040313657;11756905_a_at
DCBLD2;2.71381515;7.641534894;9.377817106;2.59E-16;3.35E-15;26.4069409;11755200_a_at
DCC;0.078516386;2.955527671;1.551402483;0.123209493;0.166470345;-6.133623204;11740102_at
DCD;-0.073694122;3.012438198;-1.453568931;0.14844906;0.196381262;-6.278608137;11751775_a_at
DCDC1;-0.124349064;2.723969824;-3.150686646;0.002017257;0.003927162;-2.529848993;11738211_at
DCDC2;-2.746329063;6.020052689;-6.550472349;1.18E-09;6.03E-09;11.28675989;11729039_at
DCDC2B;-0.081839214;2.838409714;-2.136093727;0.034525044;0.052859944;-5.08000247;11755491_a_at
DCHS1;-0.252558475;3.460712554;-3.422758202;0.000826828;0.001726876;-1.701133878;11721197_s_at
DCHS2;-0.271127459;2.971166102;-5.453178339;2.37E-07;8.66E-07;6.112756777;11742087_s_at
DCI;-0.536451101;9.148329486;-4.879771327;3.02E-06;9.36E-06;3.645105251;11732220_a_at
DCK;1.686856263;5.441678323;13.1047044;1.28E-25;7.45E-24;47.65217238;11720963_a_at
DCLK1;-1.086427748;3.84261435;-14.58702896;2.92E-29;3.24E-27;55.97484257;11756862_a_at
DCLK2;-0.255315763;4.276901604;-1.448898702;0.149747126;0.197833491;-6.285300846;11758063_s_at
DCLK3;0.062232983;2.76823839;1.353725564;0.178146884;0.230439824;-6.417136747;11734318_at
DCLRE1A;-0.516309526;5.959737325;-4.381411312;2.39E-05;6.43E-05;1.656388004;11729830_s_at
DCLRE1B;0.966107012;4.903582087;7.436308491;1.19E-11;8.02E-11;15.80685401;11726670_a_at
DCLRE1C;0.600628825;6.820918465;4.55420153;1.19E-05;3.35E-05;2.328406532;11735416_x_at
DCN;1.276244834;12.18002025;7.617428974;4.52E-12;3.22E-11;16.76098911;11736001_s_at
DCP1A;0.177935855;7.165978573;2.459018448;0.015231737;0.025152437;-4.364559579;11719470_a_at
DCP1B;-0.444093375;6.511423056;-5.517203937;1.76E-07;6.57E-07;6.399223625;11719335_a_at
DCP2;1.276100699;6.318052541;9.868736118;1.58E-17;2.48E-16;29.17936947;11719738_at
DCPS;-0.068770957;7.075969448;-0.632691002;0.528034464;0.591420635;-7.129613638;11717953_a_at
DCST1;-0.30379057;2.880776073;-6.011529852;1.70E-08;7.34E-08;8.678367653;11733647_a_at
DCST2;-0.118217534;3.247921186;-2.420378942;0.016870717;0.027582256;-4.455030753;11732696_a_at
DCT;-0.450855311;3.208929839;-6.901897733;1.97E-10;1.12E-09;13.04845363;11758553_s_at
DCTD;0.265123259;7.870846976;3.058342665;0.002697466;0.005130245;-2.797761143;11729167_a_at
DCTN1;-0.344204002;5.967430562;-4.135219533;6.28E-05;0.000158215;0.732625495;11715669_s_at
DCTN2;0.381837514;3.452888936;4.897388211;2.80E-06;8.72E-06;3.718167791;11758722_at
DCTN3;-0.490905267;8.168197118;-5.296780122;4.82E-07;1.69E-06;5.421923217;11735108_a_at
DCTN4;-0.817696157;9.956106226;-13.42318149;2.08E-26;1.37E-24;49.45457489;11718742_s_at
DCTN5;0.570344833;4.466243015;4.509702608;1.42E-05;3.97E-05;2.153519169;11734743_a_at
DCTN6;-0.366926574;8.214352362;-4.419842398;2.05E-05;5.56E-05;1.804197476;11743002_at
DCTPP1;0.359417698;8.072999718;2.90271383;0.00433976;0.007954106;-3.233575144;11743061_at
DCUN1D1;0.823551078;6.18926815;6.343313961;3.34E-09;1.59E-08;10.27003684;11726326_a_at
DCUN1D2;-0.333361574;4.928214233;-2.610929245;0.01007858;0.01725059;-3.996272448;11739738_at
DCUN1D3;-0.037517274;3.042407814;-0.812880441;0.417756373;0.484542057;-6.99946461;11731805_at
DCUN1D4;0.858117057;5.012809062;6.654607259;6.99E-10;3.67E-09;11.80409758;11749356_a_at
DCUN1D5;-0.053772825;9.151312185;-0.443472616;0.658152954;0.711439617;-7.231538724;11757706_a_at
DCX;-0.310178696;3.453426925;-4.814173539;4.00E-06;1.22E-05;3.374659631;11736196_a_at
DCXR;-1.063281321;6.736130646;-8.233636521;1.58E-13;1.37E-12;20.06919987;11733742_a_at
DDA1;1.50415123;6.655223008;10.84009928;5.90E-20;1.35E-18;34.71649946;11718216_x_at
DDAH1;0.289608352;2.884634459;4.959960062;2.14E-06;6.78E-06;3.979134811;11748534_a_at
DDAH2;0.349817003;7.767737847;3.500389894;0.00063491;0.001352974;-1.454123663;11715863_x_at
DDB1;0.142475946;8.886416163;2.44815781;0.015677454;0.025811666;-4.39012099;11715416_s_at
DDB2;-0.313708046;5.920126644;-2.270693758;0.024791906;0.039151123;-4.793080355;11717397_a_at
DDC;-0.716962755;3.495363622;-6.26387917;4.95E-09;2.31E-08;9.884735529;11722741_a_at
DDHD1;0.828706509;4.918207795;7.467187428;1.01E-11;6.88E-11;15.96887854;11746173_a_at
DDHD2;0.579871874;4.865400737;4.622467719;8.95E-06;2.58E-05;2.599119362;11733974_a_at
