GeneSymbol;logFC;AveExpr;t;P.Value;adj.P.Val;B;ProbeID
ABCA7;0.349028774;4.986050217;3.06082579;0.003506194;0.01661032;-2.20108787;219577_s_at
ABCA8;-1.791276557;7.438308096;-4.655628393;2.31E-05;0.000520137;2.485051424;204719_at
ABCA9;-0.700082669;5.357377742;-2.915764413;0.005248331;0.02242624;-2.567315992;242541_at
ABCB1;-0.505896082;4.430542115;-2.628599799;0.011281471;0.039708364;-3.254286101;243951_at
ABCB10;-0.115064238;7.644885266;-1.097354083;0.277605848;0.422285338;-5.884647114;223320_s_at
ABCB11;0.005495004;2.71299317;0.4309571;0.668303256;0.775020613;-6.384844103;211224_s_at
ABCB4;0.280202151;3.416919389;1.922264586;0.060128519;0.137619946;-4.701942924;207819_s_at
ABCB5;-0.110304388;3.118287419;-2.735956016;0.008520034;0.032143175;-3.003591608;240717_at
ABCB6;0.538415712;4.752400137;2.552014632;0.013727435;0.045900715;-3.42847704;203192_at
ABCB7;-0.124292302;6.88710752;-1.207216945;0.232880039;0.37236942;-5.761839349;209620_s_at
ABCB8;0.048047867;4.336693555;0.500367976;0.618953767;0.736559434;-6.352795998;206317_s_at
ABCB9;-0.608928267;5.833150217;-4.005869207;0.000199935;0.002232934;0.451774417;1555323_at
ABCC1;0.504248065;5.622937106;3.593359097;0.000731015;0.005411076;-0.75808664;202805_s_at
ABCC10;0.620446415;6.918515225;2.874909441;0.005868108;0.024381844;-2.668198148;213485_s_at
ABCC11;-0.127912765;2.847387554;-1.549806481;0.12732971;0.239732642;-5.308958628;224146_s_at
ABCC12;-0.009031041;2.364149102;-0.636898126;0.527020462;0.660717334;-6.27598598;1553410_a_at
ABCC13;-0.16150467;3.145361559;-3.091154923;0.003218242;0.015601917;-2.122973169;1552582_at
ABCC2;-0.122160747;3.232277362;-0.559720153;0.578103804;0.703841906;-6.321642786;206155_at
ABCC3;0.881396552;6.664551039;3.440591936;0.001161337;0.007527467;-1.186841059;209641_s_at
ABCC4;-0.330189324;6.485939097;-2.064274712;0.044060608;0.109585664;-4.44079239;203196_at
ABCC5;0.653809934;6.291062098;3.129167755;0.002888626;0.014382035;-2.024333428;209380_s_at
ABCC6;-1.109440303;4.315378417;-3.432117084;0.001191195;0.007659806;-1.210295038;215559_at
ABCC6P1;-0.072778378;3.053026917;-0.447994278;0.656041769;0.766137263;-6.377416476;236205_at
ABCC8;-0.305717283;3.237669662;-4.484110428;4.14E-05;0.000779408;1.935386423;210245_at
ABCC9;-0.083375888;2.787901984;-3.445410364;0.001144681;0.007455509;-1.173490303;235578_at
ABCD1;-0.550065789;5.122523711;-2.943786237;0.004859033;0.021146415;-2.497539823;205142_x_at
ABCD2;-0.036194327;2.846901912;-1.564533123;0.123834801;0.235102863;-5.287175883;207583_at
ABCD3;-0.362724285;6.140716279;-1.715242112;0.092330026;0.189457813;-5.053614732;1554878_a_at
ABCD4;0.088217736;7.290856068;0.914334691;0.36481447;0.511962809;-6.064316202;203981_s_at
ABCE1;-0.250959196;8.019537839;-2.532394267;0.014427246;0.047575507;-3.472467145;201873_s_at
ABCF1;-0.022184823;7.695455239;-0.284142397;0.777443888;0.855013073;-6.436980516;200045_at
ABCF2;-0.210938745;4.916961218;-2.556678193;0.013565701;0.045496415;-3.417982611;209246_at
ABCF2-H2BK1;0.357428949;7.091143953;2.59645481;0.012255095;0.042141261;-3.327877167;207622_s_at
ABCF3;0.052835768;5.649353522;0.461542685;0.646358552;0.758478289;-6.371305952;202394_s_at
ABCG1;0.910180525;5.166068728;3.98052847;0.000216901;0.002352656;0.375432123;211113_s_at
ABCG2;-0.033403397;3.79612828;-0.100653178;0.920217745;0.951977642;-6.472104528;209735_at
ABCG4;-0.197287979;3.52993573;-1.745779205;0.086830194;0.181194227;-5.003957368;207593_at
ABCG5;-0.330752955;2.997874203;-1.004416629;0.31988752;0.466526481;-5.979807727;220383_at
ABCG8;-0.262518618;2.623794905;-1.336029766;0.18743042;0.318070355;-5.603827852;231751_at
ABHD1;-0.037577318;2.652525233;-1.031227397;0.307266868;0.453191246;-5.95318279;1560117_at
ABHD10;-0.286822177;6.894957579;-2.614916355;0.011686944;0.040744276;-3.28569628;218633_x_at
ABHD11;0.553644708;3.005045796;3.936692821;0.000249587;0.002590163;0.243962344;1552470_a_at
ABHD12;-0.635143411;8.072845701;-3.410214991;0.001271774;0.008024888;-1.270743161;228123_s_at
ABHD12B;-0.26303992;3.507894945;-3.571315175;0.000781987;0.005671207;-0.820640282;237974_at
ABHD13;-0.272549837;5.479700973;-2.459251196;0.017330497;0.054598814;-3.634133908;234993_at
ABHD14A;-0.756734945;6.494793308;-5.367132309;1.94E-06;9.38E-05;4.840600842;210006_at
ABHD14B;-0.318478841;7.725574517;-1.433369171;0.157813246;0.280637388;-5.47455265;224821_at
ABHD15;0.159667739;5.71175633;0.740605663;0.462305702;0.604128933;-6.20552476;226796_at
ABHD16A;-0.299750385;3.897220304;-3.201890963;0.002344528;0.012395134;-1.833383717;230221_at
ABHD16B;0.016240502;2.485217908;1.365585792;0.178021152;0.306396558;-5.565465752;234002_at
ABHD17A;0.030790578;9.05415326;0.244288894;0.807980547;0.876564196;-6.447451906;221267_s_at
ABHD17B;-0.298327914;7.859866592;-2.561780118;0.013390751;0.045081314;-3.406484873;227551_at
ABHD17C;2.753404089;7.555289882;8.620930474;1.49E-11;3.21E-08;16.08547617;225436_at
ABHD18;-0.860762956;5.880468033;-5.269532883;2.74E-06;0.000118799;4.511498378;241968_at
ABHD2;1.428944113;6.376772951;5.608060967;8.22E-07;5.16E-05;5.659309658;205566_at
ABHD3;0.756127278;8.733054895;3.542493731;0.000853769;0.006031159;-0.902082672;213017_at
ABHD4;0.170000423;2.928862759;2.106820886;0.040037864;0.101995889;-4.35949037;242023_at
ABHD5;-0.30827705;5.231541945;-2.524109618;0.014732346;0.048308471;-3.490963155;213935_at
ABHD6;-0.072048553;2.787266608;-2.397946852;0.020159306;0.061021418;-3.766767099;221678_at
ABHD8;-0.4268025;4.887832431;-2.905326363;0.005400615;0.022924279;-2.593186662;219101_x_at
ABI1;0.447131868;8.90872679;3.926006993;0.000258248;0.002656567;0.212028917;209027_s_at
ABI2;0.550977414;6.364141193;3.625160662;0.000663043;0.005060902;-0.667447158;211793_s_at
ABI3;-0.402391647;5.51148074;-4.613011978;2.67E-05;0.00057664;2.347708369;223615_at
ABI3BP;-0.918255519;8.483346343;-2.444566893;0.017973376;0.056042247;-3.666143812;223395_at
ABITRAM;-0.404001393;7.726393128;-2.841718945;0.006420889;0.026114387;-2.749404124;218998_at
ABL1;-0.312324874;7.467488536;-2.889322072;0.005642099;0.023671026;-2.632725152;202123_s_at
ABL2;0.592143527;3.214281856;3.776325331;0.00041463;0.003654816;-0.230383615;206411_s_at
ABLIM1;0.239602335;5.805140522;1.641091215;0.106890139;0.211338467;-5.170938927;210461_s_at
ABLIM2;-0.327985204;3.927449302;-2.054575055;0.045025422;0.111306056;-4.459132095;1567622_at
ABLIM3;1.424373282;5.422069529;5.316786542;2.32E-06;0.000105612;4.670636841;205730_s_at
ABO;-0.273351518;3.961938279;-3.656471404;0.000602055;0.004729575;-0.577754345;214504_at
ABR;0.90504341;7.266748367;4.165293591;0.000119177;0.001572123;0.937589542;212895_s_at
ABRA;-0.380425968;3.132330048;-3.979353643;0.000217721;0.002359669;0.371898829;1552732_at
ABRACL;0.907949609;8.94707867;4.304886784;7.53E-05;0.001159706;1.370388633;223361_at
ABRAXAS1;-0.363092918;6.818207097;-2.77410188;0.007699139;0.029829247;-2.91272555;226521_s_at
ABRAXAS2;0.296406028;6.440592827;2.189359853;0.033140056;0.088532891;-4.197826859;212837_at
ABT1;0.082487614;5.810664466;0.603273002;0.548982574;0.679099987;-6.296591536;218405_at
ABTB1;-0.406517644;3.517487881;-3.614157316;0.000685847;0.005177714;-0.698861129;228848_at
ABTB2;0.767633934;5.044863067;3.623726513;0.000665973;0.00507476;-0.671544724;213497_at
ABTB3;0.391867977;3.65363432;1.761792448;0.084056704;0.176751454;-4.977607689;228570_at
ACAA1;-0.202963712;6.357603564;-1.821078565;0.07442328;0.161160928;-4.878209688;202025_x_at
ACAA2;-0.335639882;4.992411487;-2.966669649;0.004561247;0.020136074;-2.440210703;202002_at
ACACA;0.554830549;6.80864123;3.622421046;0.000668652;0.00508807;-0.675273809;212186_at
ACACB;-1.470617828;6.784317623;-6.61537205;2.14E-08;4.37E-06;9.144992525;43427_at
ACAD10;-0.461018734;4.825693717;-4.3620065;6.22E-05;0.001019036;1.549359191;219986_s_at
ACAD11;-0.835725866;6.287058745;-7.665529257;4.66E-10;3.53E-07;12.80419374;225573_at
ACAD8;-0.566062327;6.738150192;-4.135593158;0.000131319;0.001669004;0.846378684;221669_s_at
ACAD9;-0.001755856;6.756104915;-0.016109368;0.987209568;0.99229706;-6.477019226;224160_s_at
ACADL;-2.11313379;4.13891358;-5.68989558;6.13E-07;4.21E-05;5.939193143;206069_s_at
ACADM;-1.072793715;9.092395173;-6.29492622;6.88E-08;9.37E-06;8.028968591;202502_at
ACADS;-0.528353406;5.47793925;-3.246930011;0.002057632;0.011272701;-1.713677695;202366_at
ACADSB;-1.11430021;5.994693609;-4.921929445;9.26E-06;0.000277916;3.353819127;226030_at
ACADVL;-0.655804205;9.832794545;-4.147058039;0.000126496;0.001630939;0.881550336;200710_at
ACAN;-0.251223293;3.901570536;-2.957466761;0.0046789;0.020552463;-2.463303842;207692_s_at
ACAP1;-0.498349799;5.136715129;-3.249158769;0.002044333;0.011224206;-1.707725737;242081_at
ACAP2;0.78292615;5.093396537;4.64805766;2.37E-05;0.000530238;2.460616698;1552472_a_at
ACAP3;-0.422512306;5.687519585;-2.493941622;0.015893431;0.051130298;-3.55791795;225529_at
ACAT1;-1.654135585;8.429725769;-6.405525537;4.60E-08;7.14E-06;8.413715878;205412_at
ACAT2;0.475275002;7.181431711;3.450508489;0.001127305;0.007376407;-1.159352087;209608_s_at
ACBD3;0.63764396;9.462818608;6.798443405;1.10E-08;2.70E-06;9.783772799;202324_s_at
ACBD4;-0.305390856;5.108037438;-1.994683755;0.051398172;0.122737576;-4.570749616;219413_at
ACBD5;0.372306265;5.050165022;2.426461303;0.018795594;0.057960687;-3.705404016;1568877_a_at
ACBD6;-0.108454879;4.600890511;-0.776863167;0.440803544;0.584324958;-6.17844051;228209_at
ACCS;-0.037478365;5.444294748;-0.269577678;0.788565513;0.862597745;-6.440989973;228264_at
ACD;0.241890051;7.062919463;2.412476541;0.01945369;0.059456285;-3.735570927;204617_s_at
ACE;-0.162679929;5.115117445;-0.6826891;0.497871704;0.635836293;-6.246158375;227463_at
ACE2;0.2528641;4.931403836;0.526611014;0.600731196;0.722096509;-6.339446816;222257_s_at
ACER1;-0.04691981;3.133880146;-0.986802091;0.328366665;0.475514774;-5.996933424;1553929_at
ACER2;0.645493498;5.506915443;2.030518584;0.047497776;0.115700091;-4.504301861;227306_at
ACER3;0.723403494;6.39261123;3.751393254;0.000448286;0.003862587;-0.303161352;222687_s_at
ACHE;-0.32436806;4.14079658;-2.665274811;0.010257307;0.036958654;-3.169489177;210332_at
ACIN1;0.031654576;6.822258767;0.331242448;0.741809355;0.829034611;-6.422575913;201715_s_at
ACKR1;-0.882474479;5.825124529;-1.969161392;0.054341673;0.127887691;-4.61745981;208335_s_at
ACKR2;0.187250662;3.118401154;3.44295055;0.001153155;0.007490161;-1.180307315;206887_at
ACKR3;-0.459896875;9.08147885;-1.630008022;0.109219396;0.214715583;-5.188075988;212977_at
ACKR4;0.121176773;5.505590991;0.398002828;0.692277986;0.793383267;-6.398399591;220351_at
ACLY;0.193851061;7.183850613;1.785368441;0.080108001;0.170443285;-4.938427247;201127_s_at
ACMSD;-0.063428505;3.367995128;-0.48638;0.628767145;0.744651518;-6.359635359;230602_at
ACO1;-0.80786209;7.585824955;-4.969069568;7.86E-06;0.000249232;3.509359508;207071_s_at
ACO2;0.090862751;2.951597483;1.613893687;0.112679537;0.219597028;-5.212805896;217307_at
ACOD1;-0.05950474;2.512863251;-2.540366017;0.014139096;0.046889632;-3.454625535;240287_at
ACOT11;0.278122139;4.593412175;1.527636051;0.132739655;0.246995256;-5.341398499;214763_at
ACOT12;-0.238360355;3.259835589;-3.907346004;0.000274074;0.002764172;0.156371963;238160_at
ACOT13;0.086636558;7.044353478;0.578282069;0.56560132;0.693484462;-6.311192491;204565_at
ACOT2;-0.00575028;6.815561467;-0.032801514;0.973960038;0.984797444;-6.476612719;202982_s_at
ACOT4;0.661537922;4.917845356;3.819382945;0.000362144;0.00332009;-0.104072157;229534_at
ACOT6;-0.052525905;2.666825862;-3.285945148;0.001836222;0.010377893;-1.609105301;241949_at
ACOT7;1.058131872;6.42003792;4.057409446;0.000169297;0.002002122;0.607803165;208002_s_at
ACOT8;0.495244545;4.220835773;3.168905535;0.002578126;0.013233005;-1.920354785;236514_at
ACOT9;0.571500297;8.119341619;4.147376911;0.000126364;0.001630939;0.882529237;221641_s_at
ACOX1;-0.486125633;7.244291156;-2.453833562;0.017565225;0.055125252;-3.645961172;227962_at
ACOX2;-0.984636712;4.619160507;-4.52813594;3.57E-05;0.000705471;2.075675286;205364_at
ACOX3;-0.391866859;5.438273117;-3.276803081;0.001885986;0.010587634;-1.633681135;204242_s_at
ACOXL;-0.0960362;3.253595994;-1.98390418;0.0526242;0.124955019;-4.59054072;220845_at
ACP1;-0.257453873;9.322864944;-2.37220916;0.021465839;0.063901308;-3.821659934;201630_s_at
ACP2;-0.333888527;7.723082687;-3.54857818;0.00083811;0.005955982;-0.884922142;202767_at
ACP3;0.110652266;2.504810381;1.531821323;0.13170458;0.245646742;-5.335307162;237030_at
ACP4;-0.267798328;4.422683266;-1.846734391;0.070551856;0.154940024;-4.834302261;241715_x_at
ACP5;0.950652617;8.031481584;3.073469503;0.003383335;0.016171371;-2.168586854;204638_at
ACP6;0.888762142;6.983147507;4.412165693;5.27E-05;0.000909071;1.707379;218795_at
ACR;-0.144834744;2.711691241;-3.670474731;0.000576552;0.004581588;-0.537496784;207427_at
ACRBP;-0.199575937;4.745384672;-1.256361168;0.214670677;0.350938715;-5.703327154;223717_s_at
ACRV1;-0.03098388;2.328588934;-0.968292489;0.337436944;0.484652951;-6.014615189;206776_x_at
ACSBG1;-0.033477137;2.9061844;-1.419966629;0.161660339;0.285600107;-5.492851152;206466_at
ACSBG2;0.100398598;2.641833513;1.600686208;0.115581373;0.223701114;-5.232909646;221716_s_at
ACSF2;0.483954127;5.901987357;3.10114319;0.003128371;0.015304999;-2.097133375;218844_at
ACSF3;0.034849755;3.821318257;0.47018376;0.640214584;0.753795254;-6.367314432;235823_at
ACSL1;-0.412290315;10.32594574;-1.957280542;0.055760561;0.130219893;-4.639028126;201963_at
ACSL3;0.657141477;8.639350966;5.981959878;2.14E-07;2.02E-05;6.944128873;201662_s_at
ACSL4;0.414366822;6.635085443;2.035663262;0.046959381;0.114654537;-4.49467978;202422_s_at
ACSL5;2.805854714;8.313486531;5.741998256;5.09E-07;3.72E-05;6.117809933;222592_s_at
ACSL6;-0.20999395;3.312062041;-2.575286389;0.012937472;0.043907661;-3.375962205;211207_s_at
ACSM1;-0.028846524;2.589548314;-2.006505434;0.050081991;0.120400043;-4.548940157;234197_at
ACSM2A;-0.125414415;2.853812165;-5.003905128;6.96E-06;0.000227368;3.624613453;230554_at
ACSM2B;-0.016118408;2.511873349;-0.644925194;0.52184666;0.656174145;-6.270904378;241915_at
ACSM3;-1.294091036;4.704368049;-4.069305509;0.000162899;0.001950113;0.643958413;205942_s_at
ACSM5;-0.087159875;2.901697384;-2.680964911;0.009845755;0.03583013;-3.132942369;1554514_at
ACSS1;-0.999166453;6.276323751;-4.427021857;5.01E-05;0.000883404;1.754331956;224882_at
ACSS2;0.093620801;6.873889996;0.498674669;0.620138055;0.737599085;-6.353634148;234312_s_at
ACSS3;-0.58170987;5.796824252;-2.894147197;0.005568258;0.023428296;-2.620821083;229222_at
ACTA1;0.028414673;2.744507122;1.336571343;0.187254671;0.317841161;-5.603131938;203872_at
ACTA2;1.184869672;12.25834649;3.290288111;0.001813019;0.010297909;-1.597415061;200974_at
ACTA2-AS1;0.056365984;3.124257076;0.505618079;0.61528836;0.73373241;-6.35017943;1564257_at
ACTB;1.00377992;14.45007192;5.222369329;3.24E-06;0.000133644;4.353051805;224594_x_at
ACTC1;0.130410001;4.123843759;0.678805593;0.500309069;0.637860193;-6.248766953;205132_at
ACTG1;0.556532702;13.65104748;5.422278438;1.60E-06;8.15E-05;5.027238116;201550_x_at
ACTG1P17;-0.052681161;3.460846151;-1.064874449;0.291914402;0.43745908;-5.918818578;1565911_at
ACTG1P25;-0.000708589;2.499149222;-0.04169393;0.966904388;0.980229361;-6.476282886;1558577_at
ACTG2;0.049798647;2.675729762;1.810904354;0.076007285;0.163701774;-4.895472938;241148_at
ACTL10;-0.199020206;4.708660575;-1.72582368;0.090392497;0.186568611;-5.036495737;232619_at
ACTL6A;0.244882759;8.277052288;1.918948544;0.060556916;0.138315391;-4.707850299;202666_s_at
ACTL6B;-0.066435755;3.025975231;-3.068101804;0.003434992;0.016362426;-2.182395834;206014_at
ACTL7A;0.042618047;2.803697394;1.057409858;0.295273723;0.440956626;-5.92653338;220501_at
ACTL7B;-0.097646543;2.678900297;-2.039315708;0.046580364;0.11403503;-4.487836102;220498_at
ACTL8;0.125183726;2.808156791;1.45150425;0.152721832;0.274046244;-5.449540869;214957_at
ACTL9;0.018125124;2.612607123;0.733165529;0.4667914;0.608175173;-6.210925987;243208_x_at
ACTMAP;0.137208791;6.592810003;0.973350106;0.334942246;0.482147681;-6.009815777;222052_at
ACTN1;0.91548308;9.073129509;4.470548082;4.33E-05;0.000802763;1.892284949;208637_x_at
ACTN2;-0.035058729;2.560602462;-2.81640593;0.006874468;0.027473008;-2.81087926;203863_at
ACTN3;0.069182553;2.692811581;1.79612537;0.078358556;0.167541245;-4.920398212;206891_at
ACTN4;0.673714275;9.26030069;2.956139019;0.004696106;0.020606496;-2.466631443;200601_at
ACTR10;0.028743255;10.00453738;0.38560414;0.701382704;0.800497662;-6.403222439;222230_s_at
ACTR1A;0.119975443;7.208087908;1.014346188;0.315173241;0.461445084;-5.970025466;200720_s_at
ACTR1B;-0.319383678;7.569958519;-2.402895983;0.019916417;0.060488003;-3.756157768;202135_s_at
ACTR2;0.498997117;10.63087892;3.390525388;0.00134861;0.00837617;-1.324879907;200728_at
ACTR3;0.723744388;11.57413014;6.557920232;2.64E-08;5.01E-06;8.944653578;213101_s_at
ACTR3-AS1;-0.040860309;3.421703046;-0.514697081;0.608973076;0.728806117;-6.34559081;237075_at
ACTR3B;-0.392667709;5.146283905;-3.484698652;0.001017097;0.006840327;-1.064205633;218868_at
ACTR3BP2;-0.058607839;2.610988117;-1.115795226;0.269704151;0.413385894;-5.864809948;224425_x_at
ACTR3BP5;-0.187216133;2.874840973;-2.277285641;0.026964727;0.075886755;-4.019996702;224426_s_at
ACTR3BP6;0.040306706;3.032976866;1.012152001;0.316210915;0.462572702;-5.972195055;224424_x_at
ACTR3C;-0.654738662;4.905258578;-2.368109172;0.021680837;0.064385837;-3.83036073;223874_at
ACTR5;0.351836459;4.582827733;2.493418585;0.015914272;0.0511883;-3.559073261;222147_s_at
ACTR6;0.322811714;7.810996008;2.533250176;0.014396055;0.047513854;-3.470553605;218395_at
ACTR8;-0.157932235;4.432074312;-1.343475837;0.185025034;0.315094708;-5.594236825;218658_s_at
ACTRT2;-0.001229164;2.829219178;-0.035498298;0.971820038;0.983398327;-6.47652101;237360_at
ACTRT3;0.45158907;3.498458457;2.93168181;0.005023776;0.021701934;-2.527738415;223665_at
ACVR1;0.776328927;8.724181511;5.163562175;3.98E-06;0.000153867;4.156054518;203935_at
ACVR1B;-0.595304576;8.399342981;-2.738980336;0.008452122;0.031942131;-2.996421309;213198_at
ACVR1C;-0.536918802;4.075037942;-4.387800539;5.71E-05;0.000960676;1.630521134;1563182_at
ACVR2A;-0.145805446;7.028776705;-1.140766091;0.259259737;0.401900426;-5.837447738;205327_s_at
ACVR2B;-0.479980257;4.99403216;-2.897581879;0.005516244;0.023275927;-2.612338758;220028_at
ACVR2B-AS1;-0.578164711;3.603709972;-3.665874644;0.000584813;0.004627413;-0.550731108;215590_x_at
ACVRL1;0.101031579;3.821948503;0.848064449;0.400337889;0.546604993;-6.121582579;210838_s_at
ACY1;0.5876453;7.029347754;2.440728525;0.018144927;0.056413999;-3.674486127;202740_at
ACY3;-0.7422454;5.028435656;-3.985267831;0.000213626;0.002331017;0.389691193;1554974_at
ACYP1;0.513368962;6.829950567;3.767659554;0.000426043;0.003731155;-0.255709677;205260_s_at
ACYP2;-0.425634904;7.172695169;-3.451317679;0.00112457;0.007362955;-1.157106847;206833_s_at
ADA;0.177468218;6.332040256;0.540280963;0.591338971;0.714439202;-6.332225979;204639_at
ADA2;-0.074889933;7.262624698;-0.20766718;0.836310245;0.895627332;-6.45568469;219505_at
ADAD1;-0.150186099;3.249180976;-1.374100445;0.175378752;0.303023278;-5.554269587;231448_at
ADAD2;-0.171171316;4.045326589;-1.389091634;0.170799801;0.297296634;-5.534400486;236463_at
ADAL;-0.39945445;4.142735632;-3.5189406;0.000917057;0.006366243;-0.968345805;238424_at
ADAM10;1.221117886;6.350798198;6.341116411;5.82E-08;8.34E-06;8.189583369;202604_x_at
ADAM11;0.084814578;2.625544558;1.73745476;0.088301773;0.183431903;-5.017571052;207880_at
ADAM12;1.788491897;6.790459729;3.387259877;0.001361772;0.008431068;-1.333839573;226777_at
ADAM15;0.365227549;5.071899267;2.024265212;0.048159383;0.116894594;-4.515969732;217007_s_at
ADAM17;0.415683182;7.752315435;3.177911663;0.00251226;0.013014801;-1.896667891;213532_at
ADAM18;-0.010881189;2.368970714;-0.71076109;0.480448216;0.620432678;-6.226868116;1568970_at
ADAM19;0.262188562;5.971759397;1.206987904;0.232967469;0.372454696;-5.7621069;209765_at
ADAM2;-0.014551536;2.692907198;-0.682822521;0.497788083;0.635744366;-6.246068496;207664_at
ADAM20;-0.118266381;2.943349752;-2.168491828;0.034777208;0.091917324;-4.239186356;207423_s_at
ADAM21;0.09543595;2.719516475;2.066487005;0.043843087;0.109183881;-4.43659928;1552579_a_at
ADAM22;0.741042386;4.691194697;2.554940875;0.013625748;0.045651367;-3.421893826;213411_at
ADAM23;-0.039212487;2.781113003;-1.739637896;0.087913854;0.182806858;-5.014006358;1559268_at
ADAM28;1.938844789;7.460658839;5.034982935;6.25E-06;0.000211506;3.727653376;205997_at
ADAM29;-0.03252116;2.836412053;-1.522229028;0.134086472;0.248972325;-5.349245518;221337_s_at
ADAM30;-0.134796872;3.00603122;-3.791026554;0.000395937;0.003536954;-0.187345311;243520_x_at
ADAM32;-0.321448301;3.784940928;-3.542665225;0.000853324;0.006029574;-0.901599232;1552266_at
ADAM33;-0.633656397;5.531513138;-5.12317522;4.59E-06;0.000169394;4.021140749;232570_s_at
ADAM3A;-0.263346387;3.791440951;-3.082769082;0.003295559;0.01587215;-2.144623828;216276_s_at
ADAM3B;-0.257195094;3.756437391;-2.83665742;0.006509307;0.026375781;-2.761728322;217237_at
ADAM5;-0.047731757;2.543865613;-2.788937459;0.007400068;0.02896645;-2.877137135;217003_s_at
ADAM6;0.033187612;2.708916166;0.914265326;0.364850561;0.511975737;-6.064378324;237909_at
ADAM7;-0.184382154;2.874150578;-2.048816318;0.04560687;0.112326508;-4.469985971;211238_at
