GeneSymbol;logFC;AveExpr;t;P.Value;adj.P.Val;B;ProbeID
CNOT4;0.474267786;6.873983835;5.037241443;2.95E-06;1.43E-05;4.172742206;203291_at
CNOT6;0.690230214;7.129268266;4.680705084;1.18E-05;4.68E-05;2.845263056;222476_at
CNOT6L;-0.423696185;5.957754963;-3.539117081;0.000678186;0.001624736;-0.997759536;238438_at
CNOT7;-0.226338416;9.190675638;-3.899755243;0.000201814;0.00055419;0.140537792;218250_s_at
CNOT8;0.442712713;7.504511336;4.154788966;8.23E-05;0.000252649;0.990007162;202163_s_at
CNOT9;-0.342252433;6.387851033;-4.899025941;5.07E-06;2.26E-05;3.652027097;213098_at
CNP;-0.57465154;6.229627095;-6.747060263;2.32E-09;5.01E-08;11.09782132;1557943_at
CNPPD1;-0.299847817;6.172524492;-5.630042255;2.69E-07;1.93E-06;6.483453746;207511_s_at
CNPY1;-0.244400829;2.981720552;-4.232932267;6.21E-05;0.000197594;1.257167477;1559283_a_at
CNPY2;-0.266292071;7.682063137;-3.548641741;0.000657417;0.001580454;-0.968700316;209797_at
CNPY3;0.584035459;4.999402294;3.574801428;0.000603432;0.001462764;-0.888599897;1556389_at
CNPY4;0.587708611;6.635909305;6.682686432;3.07E-09;6.15E-08;10.82500105;227313_at
CNR1;-0.340537564;4.252915851;-5.24128311;1.31E-06;7.16E-06;4.954585217;208243_s_at
CNR2;-0.622928778;5.559277974;-8.198601587;3.73E-12;3.84E-10;17.37441698;206586_at
CNRIP1;1.049481066;7.996932091;5.290561492;1.07E-06;6.04E-06;5.145635975;226751_at
CNST;-0.106111291;6.030515327;-1.382702291;0.170677625;0.22283297;-5.861301717;1554661_s_at
CNTD1;-0.965816635;5.591798303;-6.253526959;1.96E-08;2.43E-07;9.025148685;231463_at
CNTF;-0.228043303;3.878530423;-4.192417048;7.19E-05;0.000224349;1.118261363;208597_at
CNTFR;-0.523036992;5.707373055;-8.307532048;2.29E-12;2.55E-10;17.85104404;205723_at
CNTFR-AS1;-0.061812552;3.278565694;-1.588928761;0.116096816;0.158777163;-5.563236338;1561590_a_at
CNTLN;0.384013732;4.516094652;4.594466012;1.63E-05;6.22E-05;2.532194043;220095_at
CNTN1;1.019815349;5.648111505;5.71117958;1.92E-07;1.47E-06;6.808424386;227209_at
CNTN2;-0.578048569;6.05300628;-6.621301078;4.01E-09;7.46E-08;10.5654842;206970_at
CNTN3;0.583618332;5.77569365;2.807523172;0.006295401;0.011828215;-3.050712694;229831_at
CNTN4;0.510195766;5.833535736;3.119014519;0.002537568;0.005256755;-2.221390164;229084_at
CNTN5;-0.104458373;3.186862967;-2.169909529;0.033038404;0.051981303;-4.519337282;207452_s_at
CNTN6;-0.029355467;2.957322715;-0.880350494;0.381357118;0.447507146;-6.420378707;207195_at
CNTNAP1;0.086094477;6.008528478;1.028048652;0.307084729;0.371510561;-6.281009595;219400_at
CNTNAP2;-0.23477807;4.982811748;-2.822558763;0.006033901;0.011392484;-3.012292676;219300_s_at
CNTNAP2-AS1;-0.22730946;3.231429893;-3.42625416;0.000976591;0.002244342;-1.337770472;1569780_at
CNTNAP3;-0.122855986;2.890199467;-2.412376949;0.01818243;0.030512395;-3.998835658;231464_at
CNTNAP3P2;0.041327281;3.489927399;0.715756505;0.476265723;0.542157577;-6.55072781;220436_at
CNTNAP4;-0.254700757;3.083260414;-4.490944081;2.40E-05;8.68E-05;2.160790994;1553442_a_at
CNTNAP5;-0.34843641;3.973528619;-5.039456869;2.92E-06;1.42E-05;4.181148711;1553418_a_at
CNTRL;0.598887694;4.966104819;3.273136757;0.001582877;0.003454842;-1.7859819;242916_at
CNTROB;-0.654620371;6.406059451;-7.090197185;5.16E-10;1.72E-08;12.56245903;231884_at
COA1;-0.385917259;6.257336266;-4.571727179;1.78E-05;6.69E-05;2.450197121;239490_at
COA3;-0.977841651;10.16962631;-6.119551198;3.46E-08;3.76E-07;8.470923404;218026_at
COA4;-0.207605962;8.418310153;-3.660755952;0.00045415;0.001134907;-0.622461846;220647_s_at
COA5;0.297876787;7.091572269;3.600560413;0.000554401;0.001355751;-0.809315194;225410_at
COA6;-0.055419253;7.815290106;-0.658512487;0.512135956;0.576722554;-6.589846354;225638_at
COA7;-0.394966569;6.788243219;-5.56395922;3.53E-07;2.41E-06;6.220207079;219420_s_at
COA8;-0.395403373;7.147813958;-4.936950887;4.37E-06;2.00E-05;3.794161797;225948_at
COASY;-0.460840218;8.155365492;-4.825436827;6.74E-06;2.89E-05;3.377880619;201913_s_at
COBL;-0.217128928;4.732394474;-1.386170861;0.169620149;0.221616403;-5.85661283;1552496_a_at
COBLL1;-0.537354677;4.126726293;-6.677197616;3.15E-09;6.26E-08;10.80177041;229598_at
COCH;-2.104815836;6.589715082;-6.130771792;3.30E-08;3.63E-07;8.517185465;205229_s_at
COG1;-0.171966461;3.482965579;-3.538123782;0.000680387;0.001629156;-1.000786798;230878_s_at
COG2;0.379745035;4.933125155;4.106083317;9.79E-05;0.000293968;0.825087378;243608_at
COG3;-0.411557252;4.780341855;-5.468123124;5.23E-07;3.33E-06;5.840801843;238228_at
COG4;0.150885712;7.68779108;2.80380698;0.006361616;0.011940724;-3.0601828;212189_s_at
COG5;-0.360209363;6.051479236;-4.509318387;2.25E-05;8.18E-05;2.226353954;227089_at
COG6;-0.333377617;7.867147266;-2.54333772;0.012945048;0.022562736;-3.697998318;225769_at
COG7;0.16126956;6.989974747;2.677315623;0.009033833;0.016356751;-3.376371898;213190_at
COG8;-0.688029317;7.338129399;-7.185320309;3.39E-10;1.27E-08;12.97122538;227770_at
COIL;0.110897269;5.505374309;1.438777361;0.154189517;0.20377346;-5.784130205;203653_s_at
COL10A1;5.007059175;7.095199431;13.59722579;2.48E-22;2.71E-18;40.20044306;217428_s_at
COL11A1;4.395882975;6.689009754;11.37915383;2.78E-18;3.54E-15;31.14336532;37892_at
COL11A2;-0.570526933;6.480422599;-5.713714825;1.90E-07;1.45E-06;6.818608961;216993_s_at
COL12A1;2.463891698;9.378106721;9.392950203;1.77E-14;4.62E-12;22.60187878;225664_at
COL13A1;0.783947102;5.570377248;6.799922421;1.84E-09;4.27E-08;11.32234678;211343_s_at
COL14A1;1.800174524;7.997526438;5.547345279;3.78E-07;2.55E-06;6.154231101;212865_s_at
COL15A1;1.15601813;9.573253024;5.786175614;1.41E-07;1.14E-06;7.110458818;203477_at
COL16A1;1.273043975;8.202166676;9.465823752;1.28E-14;3.54E-12;22.91991952;204345_at
COL17A1;0.522099624;5.447231105;2.831353709;0.0058856;0.011141721;-2.989741844;204636_at
COL18A1;0.766403341;7.45876832;6.084601301;4.01E-08;4.22E-07;8.327013342;209082_s_at
COL18A1-AS1;-0.128459854;3.694957581;-2.981091139;0.003823411;0.007567515;-2.597152456;1564017_at
COL19A1;-0.216038994;4.284318927;-3.9058953;0.000197575;0.00054401;0.160571603;211011_at
COL1A1;4.117567212;11.01292071;12.05231169;1.55E-19;3.26E-16;33.95487415;202310_s_at
COL1A2;4.044033952;10.77724951;11.96461176;2.25E-19;4.24E-16;33.59149195;202404_s_at
COL20A1;-0.419408725;5.887317337;-5.388618789;7.23E-07;4.35E-06;5.528254994;232733_s_at
COL21A1;0.715156056;6.221174787;3.067008493;0.002965888;0.006036778;-2.36464184;208096_s_at
COL22A1;0.873173454;5.141439332;6.584362836;4.71E-09;8.37E-08;10.40963255;228873_at
COL23A1;-0.346594231;5.274632787;-5.956516096;6.90E-08;6.45E-07;7.802103499;229168_at
COL24A1;0.423619162;3.45878818;4.465377298;2.65E-05;9.43E-05;2.069824916;238732_at
COL25A1;-0.248777813;4.275631264;-4.000858803;0.000141934;0.00040781;0.473083158;224388_s_at
COL26A1;-0.890423812;6.696226418;-7.106564952;4.80E-10;1.64E-08;12.63271795;233894_x_at
COL27A1;-0.264209556;4.628947858;-4.543756494;1.97E-05;7.32E-05;2.349654274;230603_at
COL28A1;-0.073978239;3.32573422;-0.924413338;0.358104503;0.424117052;-6.381007825;239921_at
COL2A1;-0.098321703;3.132966976;-1.244657739;0.21696128;0.275028726;-6.038792086;213492_at
COL3A1;3.162959527;11.69934375;11.27426748;4.38E-18;4.82E-15;30.70085428;201852_x_at
COL4A1;2.172773827;8.767714461;9.111360238;6.23E-14;1.29E-11;21.3711368;211981_at
COL4A2;1.958894883;10.27527408;9.289151443;2.81E-14;6.77E-12;22.1485138;211964_at
COL4A3;-0.44886053;4.860683839;-3.351451527;0.001238571;0.002776388;-1.558646153;214641_at
COL4A4;-0.429632566;4.494923602;-4.91254017;4.81E-06;2.17E-05;3.702609979;241565_at
COL4A5;1.075885884;6.861849515;5.822761458;1.21E-07;1.00E-06;7.258363926;213110_s_at
COL4A6;-0.033500779;3.933168542;-0.67509247;0.501600951;0.566726566;-6.578847448;211473_s_at
COL5A1;3.362722638;9.34403263;11.64479338;8.85E-19;1.31E-15;32.25885713;212488_at
COL5A2;3.325483273;9.263953496;11.88480336;3.16E-19;5.40E-16;33.2600323;221729_at
COL5A3;-0.160266589;6.635311812;-1.869018822;0.065350552;0.095505224;-5.09678661;218975_at
COL6A1;1.243477673;9.877371931;6.80082001;1.84E-09;4.26E-08;11.32616291;213428_s_at
COL6A2;2.14666732;8.885808655;8.38384732;1.62E-12;1.89E-10;18.18512954;209156_s_at
COL6A3;2.52670409;10.52755202;11.54355375;1.37E-18;1.87E-15;31.83462437;201438_at
COL6A5;-0.101148498;3.294014474;-1.398996428;0.165753425;0.217171543;-5.8391779;1553835_a_at
COL6A6;-0.044413293;3.280926898;-0.99705343;0.321802551;0.386676508;-6.312002154;242641_at
COL7A1;0.494975581;6.505506153;4.347969959;4.08E-05;0.000137503;1.656064149;204136_at
COL8A1;4.584071487;7.56000255;13.30460958;8.21E-22;4.49E-18;39.04099269;226237_at
COL8A2;1.972901623;6.224004403;10.17030224;5.55E-16;2.51E-13;25.98021324;221900_at
COL9A1;-0.278429559;5.125472724;-3.311394062;0.00140477;0.003107819;-1.675431431;222008_at
COL9A2;-0.346083071;5.419480104;-5.736958948;1.73E-07;1.34E-06;6.912069702;232542_at
COL9A3;-0.418951107;5.713983095;-3.434050267;0.000952523;0.002195951;-1.314543148;204724_s_at
COLCA1;-0.40583728;10.34807824;-4.457370022;2.73E-05;9.67E-05;2.041398024;238701_x_at
COLEC10;-0.118350992;3.701963006;-2.85688039;0.005473923;0.010435746;-2.923967493;207420_at
COLEC11;0.668052734;7.143204194;3.294044294;0.001483073;0.003262534;-1.725686317;219873_at
COLEC12;1.497861201;7.255167206;5.999845564;5.74E-08;5.58E-07;7.979225291;221019_s_at
COLGALT1;0.497562217;7.80444748;6.256945845;1.93E-08;2.40E-07;9.039343386;218473_s_at
COLGALT2;-0.078460006;3.945655268;-2.079413903;0.04084456;0.062858567;-4.701128499;237382_at
COLQ;-0.372081782;5.725889785;-5.459901897;5.41E-07;3.42E-06;5.808388596;206073_at
COMMD1;-0.053446102;8.544436761;-1.398778723;0.165818491;0.217246382;-5.839475121;226024_at
COMMD10;-0.246847141;3.991846006;-4.42282235;3.10E-05;0.000108128;1.919095451;242980_at
COMMD2;0.366159878;7.757582001;4.730318434;9.73E-06;3.97E-05;3.026841294;226910_at
COMMD3;-0.312067029;9.340636304;-4.978266342;3.72E-06;1.74E-05;3.949648938;218048_at
COMMD4;-0.188856471;5.298630463;-2.85420966;0.00551572;0.010507002;-2.930871539;209133_s_at
COMMD5;0.546985601;6.651401267;6.168877354;2.81E-08;3.21E-07;8.674507677;223198_x_at
COMMD6;-0.37767394;6.085079651;-5.581476412;3.29E-07;2.27E-06;6.289860677;240030_at
COMMD7;0.112777947;9.167948408;1.899465852;0.061176949;0.090138236;-5.041897959;224815_at
COMMD8;-0.006542258;8.579381295;-0.077315466;0.938569341;0.951429077;-6.803196537;218351_at
COMMD9;0.037457073;7.85454075;0.625347015;0.533557353;0.597302381;-6.611035921;218072_at
COMP;3.529585837;6.986792558;10.97022399;1.65E-17;1.28E-14;29.41180622;205713_s_at
COMT;-0.624877604;6.127614472;-5.816418517;1.24E-07;1.03E-06;7.232695461;216204_at
COMTD1;-1.013954062;7.402083472;-5.258391657;1.22E-06;6.75E-06;5.020819317;226870_at
COP1;0.115354986;7.960853547;2.293393111;0.02450163;0.039796783;-4.260265646;234950_s_at
COPA;0.562447335;4.01815248;5.359344929;8.14E-07;4.81E-06;5.413692247;1559862_at
COPB1;-0.095101269;10.86043345;-1.618200009;0.109631388;0.150904966;-5.517778679;201358_s_at
COPB2;-0.366241061;9.830137939;-2.618277313;0.010601522;0.018852475;-3.519803182;201098_at
COPB2-DT;-0.693091306;6.136644256;-7.505324566;8.23E-11;4.44E-09;14.35348324;230334_at
COPE;-0.280629979;5.23104024;-3.859416985;0.000231907;0.000625995;0.009449468;220469_at
COPG1;0.069993964;7.101461982;0.641216306;0.523250153;0.587520067;-6.601032111;217749_at
COPG2;-0.146942272;3.447555875;-3.455598161;0.000888878;0.002065748;-1.250142875;233569_at
COPG2IT1;-0.00877916;5.498864686;-0.08387243;0.933371411;0.947126123;-6.802667824;213486_at
COPRS;-0.141082122;8.746403852;-1.875973219;0.064376744;0.094283683;-5.084320846;225096_at
COPS2;-0.196913638;9.943920151;-1.732327156;0.087143358;0.123191723;-5.333165578;202467_s_at
COPS3;-0.466114162;8.216834329;-7.773711206;2.49E-11;1.74E-09;15.51962762;202078_at
COPS4;-0.157279354;8.721797045;-2.356077723;0.02096464;0.034609792;-4.123963329;218042_at
COPS5;-0.173244849;9.357036183;-1.502131761;0.137075796;0.18385838;-5.693446628;201652_at
COPS6;-0.185652018;7.454912468;-2.653532771;0.009638079;0.01732117;-3.434472052;213504_at
COPS7A;0.278125925;7.58545448;6.062764272;4.40E-08;4.53E-07;8.237242383;209029_at
COPS7B;-0.237601912;4.109613605;-4.06568553;0.000112956;0.000334064;0.689245698;243628_at
COPS8;0.874538012;8.91557832;9.401739926;1.70E-14;4.46E-12;22.6402511;202141_s_at
COPS9;-0.566699099;9.795358885;-5.753066937;1.62E-07;1.27E-06;6.976926061;226845_s_at
COPZ1;-0.554524401;9.176099816;-5.440967754;5.84E-07;3.64E-06;5.733820154;217726_at
COPZ2;-0.209251169;5.458470202;-3.440655881;0.000932568;0.002155219;-1.294832349;235897_at
COQ10A;-0.616232404;7.046686918;-7.055442854;6.02E-10;1.90E-08;12.41338564;225747_at
COQ10B;0.247702931;7.729609547;2.991013499;0.003713783;0.007375362;-2.570567155;219397_at
COQ2;0.247957676;6.645138265;2.683044276;0.008893535;0.016128898;-3.362312756;213379_at
COQ3;-0.575396788;6.88849763;-6.796731252;1.87E-09;4.31E-08;11.30878041;221227_x_at
COQ4;-0.595795253;7.342552592;-6.552061389;5.42E-09;9.32E-08;10.27354155;218328_at
COQ5;-0.293753232;7.74108781;-3.021580834;0.003394095;0.006810486;-2.488227815;223114_at
COQ6;-0.194707134;6.24621605;-3.260941694;0.001643966;0.003573484;-1.82101732;218760_at
COQ7;-0.199770479;5.722532705;-4.096215686;0.000101366;0.000303299;0.791826698;209745_at
COQ8A;-0.727891682;5.064421558;-7.006588339;7.46E-10;2.22E-08;12.20409163;222542_x_at
COQ8B;-0.672198139;7.833644925;-6.513897685;6.39E-09;1.05E-07;10.11299402;227324_at
COQ9;-0.336197529;5.782549919;-4.099302239;0.00010026;0.000300335;0.802224977;235822_at
CORIN;1.840515346;4.347799547;7.835513644;1.89E-11;1.40E-09;15.7888563;220356_at
CORO1A;0.993402545;7.79393914;3.434950564;0.000949779;0.00219055;-1.311858348;209083_at
CORO1B;0.105668851;6.235028147;1.50413887;0.13655906;0.183219225;-5.690513405;221754_s_at
CORO1C;1.471806146;7.604491722;7.22500033;2.85E-10;1.12E-08;13.14204999;222409_at
CORO2A;1.054664927;5.66072851;3.760361886;0.000325078;0.000844995;-0.308511587;227177_at
CORO2B;0.254277985;4.600751706;1.80941569;0.074214984;0.106916743;-5.201885756;209789_at
CORO6;-0.121667272;4.775860868;-2.011850464;0.047667252;0.072066336;-4.832333069;1552301_a_at
CORO7;-0.336423912;6.4875067;-5.33430586;9.00E-07;5.22E-06;5.315928004;219040_at
CORT;-0.429243155;5.289636866;-5.55636496;3.64E-07;2.47E-06;6.190038922;210182_at
COSMOC;0.094377266;4.135186962;0.881426244;0.380778408;0.446943163;-6.419439935;1568633_a_at
COTL1;1.39816362;7.776575014;5.845641904;1.10E-07;9.32E-07;7.351045526;224583_at
COX1;0.239577107;13.76410654;4.546313753;1.95E-05;7.26E-05;2.358831787;1553538_s_at
COX10;-0.490830226;6.867555818;-7.501440255;8.37E-11;4.50E-09;14.33664683;203858_s_at
COX10-DT;0.022720104;4.83884133;0.456137191;0.649550956;0.704311409;-6.702235557;1557192_at
COX11;0.127523544;3.437141376;1.339858771;0.18415757;0.238322446;-5.918295087;214277_at
COX14;-0.138790389;8.322069241;-2.240810514;0.027864849;0.044639768;-4.372125158;225772_s_at
COX15;0.342634044;5.879798219;3.474818479;0.000835517;0.001956566;-1.19245029;221550_at
COX16;-0.593629308;6.799756501;-6.33448965;1.38E-08;1.87E-07;9.361956187;217645_at
COX17;0.333163263;5.88297815;3.906492885;0.000197167;0.000543051;0.162522533;1558346_at
COX18;-0.162387577;4.08719553;-4.061080667;0.000114811;0.000338762;0.673816444;230909_at
COX19;-0.549203011;6.481309426;-5.906075749;8.52E-08;7.64E-07;7.596508797;231831_at
COX2;0.179837827;13.79938406;3.36995993;0.001168197;0.002635384;-1.504331919;1553570_x_at
COX20;-0.316342079;8.353011521;-2.487170384;0.01499742;0.025710468;-3.828683629;224820_at
COX3;-0.175690106;8.845981954;-1.572172207;0.119933315;0.163480193;-5.588909;238199_x_at
COX4I1;-0.254548672;11.54426226;-4.456211893;2.74E-05;9.71E-05;2.037289001;202698_x_at
COX4I2;-0.325204652;6.09989839;-4.411681895;3.23E-05;0.000112056;1.87977762;232761_at
COX5A;-0.483910257;5.736474105;-6.424894789;9.38E-09;1.39E-07;9.7396283;229426_at
COX5B;-0.172485749;10.52701595;-2.210190862;0.030004797;0.047680994;-4.436212775;213735_s_at
COX6A1;-0.322260988;11.03868905;-3.890571378;0.000208318;0.000569717;0.110612107;200925_at
COX6A2;-0.823374737;5.808842513;-6.470006922;7.72E-09;1.21E-07;9.928685728;206353_at
COX6B1;-0.036367351;10.39368451;-0.530659355;0.597153164;0.656730348;-6.665560932;201441_at
COX6B2;-0.578244814;5.884556981;-5.053779066;2.76E-06;1.35E-05;4.23553956;1553367_a_at
COX6C;-0.169515452;11.2888872;-3.484553813;0.000809659;0.001902613;-1.163139173;201754_at
COX7A1;0.061137176;8.230131275;0.421070836;0.674854164;0.727018668;-6.717586569;204570_at
COX7A2;-0.218606197;11.22347035;-3.311390716;0.001404785;0.003107819;-1.675441142;201597_at
COX7A2L;-0.261909497;9.532940135;-2.472956865;0.015561098;0.026572648;-3.861360593;201256_at
COX7A2P2;-0.386437267;8.72747285;-5.485497492;4.87E-07;3.14E-06;5.909372865;217249_x_at
COX7B;0.076107814;10.18459256;0.834575922;0.406489537;0.473140217;-6.459282341;202110_at
COX7B2;-0.052204722;4.07509282;-1.44749346;0.151741299;0.20097029;-5.771873641;231265_at
COX7C;-0.20778429;11.75197256;-3.665415224;0.000447155;0.00111927;-0.607907753;201134_x_at
COX8A;-0.147793354;10.25437979;-2.009168838;0.047957095;0.072464465;-4.837460244;201119_s_at
COX8C;-0.030467748;2.796854939;-1.188043505;0.238398861;0.298514947;-6.106403969;231487_at
CP;2.166954612;5.526987287;7.062532035;5.83E-10;1.86E-08;12.4437813;227253_at
CPA1;-1.382530862;9.854012169;-1.463236546;0.147395905;0.195922279;-5.749558084;205615_at
CPA2;-1.812304712;10.33097844;-2.202694016;0.030550184;0.048454726;-4.451785474;206212_at
CPA3;0.012137826;9.21213683;0.044174742;0.964877308;0.972759013;-6.805210736;205624_at
CPA4;-0.543772728;5.710168504;-5.375267942;7.63E-07;4.55E-06;5.475971607;205832_at
CPA5;-0.960559947;6.335562331;-6.711471768;2.71E-09;5.61E-08;10.94691207;240744_at
CPA6;0.251823947;2.920071399;2.806823301;0.006307823;0.011849111;-3.052496982;1552511_a_at
CPAMD8;-0.366255988;5.679830508;-4.676416102;1.19E-05;4.75E-05;2.829615866;227721_at
CPB1;-0.551698085;11.28130001;-0.649834106;0.51769679;0.582097478;-6.595495633;205509_at
CPB2;-0.093031678;3.16151978;-1.543553456;0.126719048;0.171553607;-5.632164738;206651_s_at
CPD;0.274853727;7.82431;3.309735918;0.001412083;0.003121942;-1.68024295;201940_at
CPE;0.511120024;9.543945011;2.527545848;0.013494865;0.02340193;-3.734991627;201117_s_at
CPEB1;0.075636214;5.698219925;0.718598436;0.474522199;0.540397859;-6.548701897;219578_s_at
CPEB1-AS1;-0.097703958;3.217105439;-2.282450183;0.025170439;0.040751468;-4.283731656;1560030_at
CPEB2;0.319319479;7.905047127;2.095602202;0.039341023;0.060789352;-4.669115628;226939_at
CPEB2-DT;-0.050953652;3.34024203;-1.139816683;0.257829129;0.319597525;-6.161604313;1561471_at
CPEB3;-1.088395125;4.0402524;-6.668333506;3.27E-09;6.45E-08;10.76426489;239765_at
CPEB4;-0.347609748;7.496300032;-2.365238837;0.02048761;0.033908281;-4.103776266;224831_at
CPED1;0.454995398;5.625130499;4.823600359;6.79E-06;2.91E-05;3.371067354;220032_at
CPLANE1;0.283988797;4.148837615;4.40365799;3.33E-05;0.000114955;1.851495636;219381_at
CPLANE2;-0.531863835;6.273818737;-5.769334022;1.51E-07;1.20E-06;7.042496148;244834_at
CPLX1;0.395463439;4.242530047;3.610709862;0.000536141;0.001315982;-0.777964325;223500_at
CPLX2;-0.257691537;4.082158212;-4.758998833;8.71E-06;3.61E-05;3.132287672;206368_at
CPLX3;-0.494511548;5.806474272;-6.559136224;5.25E-09;9.09E-08;10.30333301;219775_s_at
CPM;-0.524866892;6.140073395;-5.738114009;1.72E-07;1.34E-06;6.916717968;217557_s_at
CPN1;-0.333330787;4.546591997;-4.688603407;1.14E-05;4.56E-05;2.874098839;206256_at
CPN2;-0.350176179;3.831338716;-4.860631967;5.89E-06;2.57E-05;3.50872111;216223_at
CPNE1;0.084855959;7.336242464;0.957876314;0.341066411;0.40673994;-6.349852057;206918_s_at
CPNE2;0.956793917;7.013645641;7.048972906;6.19E-10;1.94E-08;12.38565058;225129_at
CPNE3;-0.132678709;9.498116591;-0.994811684;0.322884935;0.387806639;-6.314207862;202119_s_at
CPNE4;-0.05737227;2.848128485;-1.530851951;0.129826684;0.175279007;-5.651123004;231336_at
CPNE5;-0.260991722;6.296532431;-3.039478686;0.00321896;0.006491467;-2.439709798;244029_at
CPNE6;-0.722592887;6.518569319;-7.519739809;7.72E-11;4.22E-09;14.41597676;215700_x_at
CPNE7;-0.617634227;7.016710358;-5.294248014;1.06E-06;5.97E-06;5.159962116;219707_at
CPNE8;1.36371148;5.897510621;7.604896436;5.28E-11;3.14E-09;14.78549775;228365_at
CPNE9;-0.382678889;5.16132076;-4.7755467;8.18E-06;3.41E-05;3.193285696;239139_at
CPO;-0.230723144;4.34696703;-3.975501786;0.000155108;0.000440569;0.389150714;1553506_at
CPOX;0.52838317;6.900830778;4.328840002;4.38E-05;0.000146079;1.589276795;204172_at
CPPED1;0.788325737;4.799020435;4.001495024;0.000141617;0.000406944;0.475193577;218610_s_at
CPQ;-0.567480992;8.372775489;-4.541309963;1.99E-05;7.37E-05;2.340876935;203501_at
CPS1;0.321533053;4.224182858;0.746440632;0.457631288;0.523681757;-6.52843541;217564_s_at
CPS1-IT1;-0.291922475;4.734468504;-4.298332679;4.90E-05;0.000160835;1.483140021;220479_at
CPSF1;-0.387273719;4.909987443;-6.769545468;2.10E-09;4.69E-08;11.19327123;201638_s_at
CPSF2;0.503025284;6.35480382;4.243927889;5.97E-05;0.000190838;1.295009627;225994_at
CPSF3;0.273814338;7.521745366;4.241070866;6.03E-05;0.000192553;1.285171125;225082_at
CPSF4;-0.673981592;8.00282147;-7.076492324;5.48E-10;1.78E-08;12.50365609;206688_s_at
CPSF6;0.457258618;7.882895957;5.588895139;3.19E-07;2.22E-06;6.319387637;202469_s_at
CPSF7;0.107001557;7.964006582;2.251598837;0.027143473;0.043605494;-4.349360421;217866_at
CPT1A;-0.30571061;5.161734857;-3.936748018;0.000177533;0.000496146;0.261556734;210688_s_at
CPT1B;0.389973374;5.679897301;4.280348456;5.23E-05;0.000170163;1.42078753;210070_s_at
CPT1C;0.193941816;6.015889907;2.060745197;0.042639852;0.065276043;-4.737770674;227468_at
CPT2;-0.681903193;6.981439262;-7.682064311;3.75E-11;2.41E-09;15.12083371;204263_s_at
CPTP;-0.34166325;7.200570934;-4.385613182;3.55E-05;0.000121702;1.788005435;220734_s_at
CPVL;0.800823836;8.449305916;3.554500027;0.000644944;0.001553336;-0.950799086;208146_s_at
CPVL-AS2;-0.250613492;4.526303118;-3.784709952;0.000299324;0.000785332;-0.230880694;1560131_at
CPXCR1;-0.027718146;3.069658998;-0.947471839;0.346306406;0.412269531;-6.359655134;1560493_a_at
CPXM1;0.668186813;6.176681598;2.670126376;0.00921275;0.016642123;-3.39398028;227860_at
CPXM2;-0.546678588;5.242614846;-5.319771756;9.55E-07;5.48E-06;5.259276469;1570026_at
CPZ;0.308254298;6.715081642;2.137901175;0.035636465;0.055637456;-4.584423914;211062_s_at
CR1;-0.394727753;4.249470232;-4.583138184;1.70E-05;6.45E-05;2.491316497;217484_at
CR1L;-0.275717869;3.504354673;-3.857990762;0.000233046;0.000628635;0.004831473;239206_at
CR2;-0.080623351;2.824086308;-1.307997435;0.194692075;0.25030661;-5.959568483;244097_at
CRABP1;-0.29084353;4.86173607;-2.870409919;0.00526663;0.010081681;-2.888912411;205350_at
CRABP2;0.620587477;7.145190936;3.761197176;0.00032416;0.00084289;-0.305854085;202575_at
CRACD;1.779544637;6.088994428;5.877661722;9.60E-08;8.37E-07;7.480980969;227230_s_at
CRACDL;-0.63986085;5.267452036;-6.350652051;1.29E-08;1.77E-07;9.429355069;229320_at
CRACR2A;-0.283095179;4.333782111;-3.608537293;0.000540001;0.001324506;-0.784680505;1560874_at
CRACR2B;-0.875252281;6.639604892;-4.816265274;6.99E-06;2.99E-05;3.343868178;227429_at
CRADD;-0.634523923;7.312259686;-8.80291224;2.48E-13;4.03E-11;20.02074051;209833_at
CRADD-AS1;-0.141868131;3.966282238;-1.619355852;0.109382161;0.15061879;-5.515967752;242638_at
CRAMP1;0.174999072;6.569649467;3.175629188;0.002137242;0.004512075;-2.063322398;225172_at
CRAT;-1.072963322;7.95686535;-6.970009336;8.76E-10;2.50E-08;12.04759134;205843_x_at
CRAT37;-0.040830955;2.70748559;-1.276027876;0.205708839;0.262679094;-6.00002634;1570391_at
CRB1;-0.078427614;2.909690022;-2.742036722;0.007559961;0.013945374;-3.216089736;244403_at
CRB2;-0.037472684;3.481945684;-0.905059777;0.368203525;0.434196651;-6.398532375;1552506_at
CRB3;-0.628710454;7.760323673;-4.632622887;1.41E-05;5.49E-05;2.670308147;232609_at
CRBN;-0.29526079;9.192974121;-4.414968815;3.19E-05;0.000110843;1.891371948;222533_at
CRCP;-0.448742096;6.4379177;-6.944807197;9.78E-10;2.70E-08;11.9398711;203899_s_at
CRCT1;0.10614377;3.631623872;1.346257348;0.18209481;0.236025645;-5.909891942;220620_at
CREB1;0.425271927;7.781856508;4.825472623;6.74E-06;2.89E-05;3.378013437;225572_at
CREB3;-0.104021286;8.052711234;-1.320203481;0.190604265;0.245692384;-5.943868882;209432_s_at
CREB3L1;-0.360404582;5.737296456;-2.977703461;0.003861522;0.007634377;-2.606213117;213498_at
CREB3L2;-0.208523065;4.103079614;-4.771409993;8.31E-06;3.46E-05;3.178026356;237819_at
