GeneSymbol;logFC;AveExpr;t;P.Value;adj.P.Val;B;ProbeID
ABCF3;-0.339429945;7.024489686;-4.899904956;5.05E-06;2.26E-05;3.655314975;202394_s_at
ABCG1;1.625154316;6.016082086;5.619801916;2.81E-07;2.00E-06;6.442575438;204567_s_at
ABCG2;0.047170581;5.321957415;0.164498144;0.869761906;0.894717445;-6.7926517;209735_at
ABCG4;-0.383889114;5.319533046;-5.325734873;9.32E-07;5.38E-06;5.282511107;207593_at
ABCG5;-0.754690659;4.251612068;-2.348752968;0.021353119;0.03518207;-4.140055041;220383_at
ABCG8;-0.416186357;4.5899294;-3.16644533;0.002197897;0.004626193;-2.089112763;231751_at
ABHD1;-0.298345713;4.411539838;-5.008161774;3.31E-06;1.57E-05;4.062571702;236461_at
ABHD10;-0.425434453;7.78318358;-5.76648309;1.53E-07;1.21E-06;7.030999194;218633_x_at
ABHD11;-0.515140445;6.472551043;-5.639767428;2.58E-07;1.87E-06;6.52230415;1552800_at
ABHD12;-0.746149151;8.275741905;-5.760565245;1.57E-07;1.24E-06;7.007141475;224742_at
ABHD12B;-0.146730661;3.030698031;-2.932284986;0.004407593;0.008590964;-2.726896166;1564357_at
ABHD13;0.483331239;5.35891902;3.459413131;0.000878037;0.002043724;-1.238710301;235348_at
ABHD14A;-0.706869761;7.180992578;-5.886765906;9.24E-08;8.13E-07;7.517974593;210006_at
ABHD14B;-0.489294674;8.330341334;-6.278088151;1.76E-08;2.25E-07;9.12717845;224821_at
ABHD15;0.341235551;6.000839613;4.257816793;5.67E-05;0.000182565;1.342896297;226796_at
ABHD16A;-0.610435661;5.920877329;-6.060236903;4.45E-08;4.57E-07;8.226859788;230221_at
ABHD16B;-0.651073853;4.709648885;-6.759555035;2.20E-09;4.82E-08;11.15085193;234002_at
ABHD17A;0.041244518;8.786885736;0.572159332;0.568849218;0.630229605;-6.642753748;221267_s_at
ABHD17B;-0.254973031;3.880243826;-4.435541998;2.96E-05;0.000103812;1.964058799;228872_at
ABHD17C;1.015235695;6.94010979;4.24504236;5.94E-05;0.000190136;1.298848557;225436_at
ABHD18;-0.550018706;7.13118331;-5.636962087;2.61E-07;1.89E-06;6.511094444;236240_at
ABHD2;0.397859386;7.495152465;2.953506162;0.004144128;0.008134858;-2.670692669;221815_at
ABHD3;0.529356928;8.019017821;3.563327677;0.000626571;0.001513553;-0.92378427;213017_at
ABHD4;0.157672221;4.512347547;3.073072646;0.002912687;0.005943095;-2.348034891;242023_at
ABHD5;0.161729972;3.278537954;2.883030664;0.005079799;0.009758205;-2.856091477;232862_at
ABHD6;-0.271444436;6.829105271;-1.755553636;0.083066156;0.118019907;-5.294166591;221552_at
ABHD8;-0.342389184;5.461033294;-4.768281617;8.41E-06;3.49E-05;3.166491282;219101_x_at
ABI1;0.493687435;8.596973435;3.372294161;0.001159594;0.002618136;-1.497466144;209027_s_at
ABI2;0.498209873;8.084595827;6.630870147;3.85E-09;7.24E-08;10.60589701;225112_at
ABI3;-0.320003339;7.245338391;-4.640924803;1.37E-05;5.33E-05;2.700443571;223615_at
ABI3BP;1.002828142;8.002085252;4.045330027;0.00012138;0.000355917;0.621127397;223395_at
ABITRAM;-0.598583769;8.081683555;-6.083845319;4.03E-08;4.23E-07;8.323903659;218998_at
ABL1;0.260756684;8.224320499;2.854813876;0.005506238;0.010491865;-2.929310051;202123_s_at
ABL2;0.473153887;7.482625394;3.071626412;0.002925294;0.005965924;-2.351997797;226893_at
ABLIM1;-0.292341081;6.645273499;-3.556047711;0.000641686;0.001546444;-0.946066266;210461_s_at
ABLIM2;-0.464967622;6.131270331;-5.500783669;4.58E-07;2.98E-06;5.969780961;236087_at
ABLIM3;0.887731078;5.994553202;5.463515533;5.33E-07;3.38E-06;5.822633181;205730_s_at
ABO;-0.53410421;5.632621386;-6.82352774;1.66E-09;3.97E-08;11.42274635;214504_at
ABR;0.875425841;7.926517377;7.357088024;1.59E-10;7.28E-09;13.71191516;212895_s_at
ABRA;-0.062544517;3.240103489;-1.258900838;0.211797547;0.269275063;-6.021305926;1552731_at
ABRACL;1.390070141;7.22320576;5.52319883;4.17E-07;2.76E-06;6.05849323;223361_at
ABRAXAS1;-0.164979181;6.929466657;-2.366891854;0.02040257;0.033779805;-4.100126523;226521_s_at
ABRAXAS2;0.40260598;6.405247102;3.976587133;0.000154521;0.00043913;0.392736037;212835_at
ABT1;-0.329254547;7.5531538;-7.231884016;2.76E-10;1.10E-08;13.17170249;218405_at
ABTB1;-0.626876522;5.623878472;-5.603167452;3.01E-07;2.11E-06;6.37623866;228848_at
ABTB2;-0.721249601;5.45328939;-6.721568392;2.59E-09;5.42E-08;10.98970506;232624_at
ABTB3;0.495553822;5.059877883;3.945252632;0.00017236;0.000483495;0.289486541;228570_at
ACAA1;-0.561885495;8.007779106;-6.415892799;9.75E-09;1.43E-07;9.701949441;202025_x_at
ACAA2;-0.573438002;6.327338271;-6.618585378;4.06E-09;7.53E-08;10.55401793;202002_at
ACACA;0.329985248;7.351117687;3.947495873;0.00017102;0.000480105;0.296860192;212186_at
ACACB;-0.927435865;7.555074692;-7.085130563;5.28E-10;1.74E-08;12.54071715;1552615_at
ACAD10;-0.583531178;6.326198211;-6.931944842;1.03E-09;2.82E-08;11.88492784;219986_s_at
ACAD11;-0.244714012;7.205740813;-2.320875187;0.022890716;0.037446888;-4.200901721;225573_at
ACAD8;-0.270524017;6.68398843;-2.168038795;0.033185572;0.052188027;-4.523164868;221669_s_at
ACAD9;-0.133201946;7.202299143;-2.057902031;0.04291915;0.065648469;-4.743325152;224160_s_at
ACADL;-1.399289851;5.399235344;-4.287092218;5.10E-05;0.000166671;1.444149764;206069_s_at
ACADM;-0.831475408;8.779233333;-5.244812816;1.29E-06;7.07E-06;4.96824179;202502_at
ACADS;-0.898659437;6.988817574;-8.346024018;1.92E-12;2.18E-10;18.01953568;202366_at
ACADSB;-0.869879466;5.405538477;-7.066355395;5.73E-10;1.84E-08;12.46017702;205355_at
ACADVL;-0.540817985;10.01570062;-6.039424122;4.86E-08;4.90E-07;8.141417574;200710_at
ACAN;-0.153302793;4.834621633;-2.356360015;0.020949795;0.034587373;-4.123342296;1554950_at
ACAP1;-0.61185053;6.191630766;-6.880911417;1.29E-09;3.33E-08;11.66716083;205212_s_at
ACAP2;0.218393974;3.279969378;4.485402124;2.46E-05;8.83E-05;2.141046975;212477_at
ACAP3;-0.300913473;5.549733181;-4.553071763;1.91E-05;7.10E-05;2.383099313;225542_at
ACAT1;-1.273470308;9.738237906;-7.300042369;2.04E-10;8.73E-09;13.46558074;205412_at
ACAT2;0.29607242;7.291006651;3.217714048;0.001878777;0.004021804;-1.944405822;209608_s_at
ACBD3;0.441107078;8.786867129;6.270237457;1.82E-08;2.30E-07;9.094551891;202324_s_at
ACBD4;-0.512809989;7.497792256;-6.389953975;1.09E-08;1.55E-07;9.593468321;219413_at
ACBD5;0.169666855;4.669204436;1.314897032;0.192373415;0.247727553;-5.950711253;1568877_a_at
ACBD6;0.184515293;4.62616562;2.518026797;0.013836357;0.023929362;-3.75719618;228209_at
ACCS;-0.067037436;7.054294174;-0.728972121;0.468188367;0.534186122;-6.541239639;228264_at
ACD;0.343300448;7.171872785;4.772505355;8.27E-06;3.45E-05;3.182066192;204617_s_at
ACE;-0.389845893;6.033412647;-2.503508494;0.014372184;0.024751139;-3.790925211;227463_at
ACE2;-0.485740826;5.513153322;-1.365399145;0.176028208;0.229025587;-5.884525359;222257_s_at
ACER1;-0.305955225;4.650217352;-5.302732129;1.02E-06;5.80E-06;5.192949732;1553929_at
ACER2;0.000631795;4.742482731;0.003985753;0.99682995;0.997669325;-6.806179045;227306_at
ACER3;0.705696494;6.362055272;6.004236178;5.64E-08;5.50E-07;7.997199119;222689_at
ACHE;-0.683467136;5.658641132;-6.243821305;2.04E-08;2.51E-07;8.984865943;210332_at
ACIN1;0.172541406;6.959975832;3.125013379;0.002492054;0.005174429;-2.204745659;201715_s_at
ACKR1;0.259144594;7.439021869;0.869256223;0.387357437;0.453655824;-6.429994733;208335_s_at
ACKR2;-0.396004658;4.108065596;-5.653765707;2.44E-07;1.78E-06;6.57827351;1568850_at
ACKR3;-0.603050339;8.604045217;-3.030405159;0.00330667;0.006651663;-2.464334786;212977_at
ACKR4;-0.346636269;5.169149366;-1.630960732;0.1069051;0.147560939;-5.49771877;220351_at
ACLY;0.236042131;9.714202593;3.106029236;0.002638755;0.005443272;-2.257334155;201128_s_at
ACMSD;0.07163811;3.415906901;1.102904422;0.273438868;0.336445002;-6.202359171;230602_at
ACO1;-0.913842003;8.563285846;-8.081507673;6.29E-12;5.89E-10;16.86247588;207071_s_at
ACO2;-0.382605145;5.38749287;-5.63981158;2.58E-07;1.87E-06;6.522480596;217307_at
ACOD1;-0.240659257;4.389703237;-4.181477342;7.47E-05;0.000232332;1.080898483;240287_at
ACOT11;-0.487027263;5.478092045;-4.518004869;2.17E-05;7.96E-05;2.257403222;1554938_a_at
ACOT12;-0.094319681;2.767623421;-2.998417094;0.003633889;0.007237242;-2.550684855;238160_at
ACOT13;-0.090887343;7.537425271;-0.826674244;0.410927788;0.477472677;-6.465791562;204565_at
ACOT2;0.238742928;6.89866996;1.995864311;0.049417535;0.074459276;-4.862806867;202982_s_at
ACOT4;0.228414202;5.041843393;2.3175066;0.023082996;0.037732086;-4.208211306;229534_at
ACOT6;-0.172323922;3.383839925;-3.534857114;0.000687674;0.00164387;-1.010738246;241949_at
ACOT7;0.476722946;6.869701627;2.455998035;0.016258456;0.027627146;-3.900139774;208002_s_at
ACOT8;-0.23037883;6.918659435;-3.850047319;0.000239488;0.000643851;-0.02086761;204212_at
ACOT9;0.736594252;8.094584092;6.208285289;2.37E-08;2.81E-07;8.83754994;221641_s_at
ACOX1;-0.642010762;7.861817341;-4.547531605;1.95E-05;7.23E-05;2.363203469;227962_at
ACOX2;-0.451315732;6.85941682;-3.088574329;0.0027807;0.005702943;-2.305466318;205364_at
ACOX3;-0.553045068;6.660069277;-5.917230628;8.13E-08;7.36E-07;7.64192016;204242_s_at
ACOXL;-0.277425911;4.051925054;-4.274967966;5.33E-05;0.000173115;1.402164291;240189_at
ACP1;-0.415955796;8.892012175;-4.485725352;2.45E-05;8.82E-05;2.142198129;215227_x_at
ACP2;-0.419131347;8.303761338;-5.991131787;5.96E-08;5.75E-07;7.943567806;202767_at
ACP3;0.264241682;3.739714171;4.69303646;1.12E-05;4.50E-05;2.890295194;204393_s_at
ACP4;-0.573159755;6.311774059;-5.781485426;1.44E-07;1.15E-06;7.091524182;241715_x_at
ACP5;0.763245709;7.645726689;5.844200298;1.10E-07;9.36E-07;7.345201905;204638_at
ACP6;0.234554839;4.768993663;3.292727168;0.001489182;0.003274655;-1.729493346;242270_at
ACR;-0.258184827;4.469770935;-5.608885853;2.94E-07;2.07E-06;6.399033868;207427_at
ACRBP;-0.580166233;5.54874516;-5.779988953;1.44E-07;1.16E-06;7.085484078;223718_at
ACRV1;-0.200073729;4.416409683;-4.79654447;7.54E-06;3.18E-05;3.270851965;207991_x_at
ACSBG1;-0.090004063;4.361824161;-2.038702235;0.044846811;0.068261738;-4.780654238;206466_at
ACSBG2;-0.193201999;4.219468758;-3.437277981;0.000942722;0.002175927;-1.3049153;221716_s_at
ACSF2;-0.342954226;7.014158143;-3.211573766;0.001914572;0.004089992;-1.961830712;218844_at
ACSF3;-0.501021129;6.450520101;-6.284513158;1.71E-08;2.21E-07;9.153889728;227464_at
ACSL1;0.338467442;8.736455993;2.265670299;0.026227281;0.042288968;-4.319523792;201963_at
ACSL3;0.411142327;8.067689609;4.636688478;1.39E-05;5.41E-05;2.685062185;201661_s_at
ACSL4;1.083047457;6.003063658;6.599015124;4.42E-09;7.97E-08;10.47142575;202422_s_at
ACSL5;1.105053309;7.684439067;3.172225914;0.002159534;0.00455316;-2.072886272;222592_s_at
ACSL6;-0.296677533;4.653588044;-5.081567293;2.48E-06;1.23E-05;4.341289951;216409_at
ACSM1;-0.264520083;4.103930554;-3.949749239;0.000169684;0.000476746;0.304269922;215432_at
ACSM2A;-0.480989573;4.449177588;-6.504508133;6.65E-09;1.08E-07;10.0735348;214069_at
ACSM2B;-0.20793191;3.199675551;-3.55105281;0.000652256;0.001569235;-0.961335358;241915_at
ACSM3;-1.069087168;6.2405064;-3.824080142;0.000261754;0.00069669;-0.104627095;205942_s_at
ACSM5;-0.245356033;5.409552454;-3.388480954;0.001101556;0.002501977;-1.449758108;220061_at
ACSS1;-0.913329908;8.166790384;-7.010228606;7.34E-10;2.19E-08;12.21967594;224882_at
ACSS2;-0.361043966;7.611025382;-3.196423596;0.002005639;0.004265533;-2.004714911;234312_s_at
ACSS3;0.480460387;5.221851295;3.279053135;0.001554013;0.003398627;-1.768948985;229222_at
ACTA1;-0.106399587;3.606664892;-1.516033293;0.133528189;0.179619971;-5.673054903;203872_at
ACTA2;1.73450338;11.50077496;7.505741985;8.21E-11;4.44E-09;14.35529261;200974_at
ACTA2-AS1;0.132168212;4.907628828;1.869975076;0.06521592;0.0953365;-5.095075032;1564257_at
ACTB;1.132103718;13.01148323;7.620481977;4.93E-11;3.01E-09;14.85318986;200801_x_at
ACTC1;-0.079108024;6.374798665;-0.508739724;0.612361779;0.670432;-6.676919576;205132_at
ACTG1;0.757187107;12.48153918;6.686209962;3.03E-09;6.09E-08;10.83991651;213214_x_at
ACTG1P17;-0.112479617;3.506944722;-3.857092472;0.000233766;0.000630359;0.001923475;1565911_at
ACTG1P25;-0.14416865;3.168885826;-3.591650464;0.000570917;0.001391781;-0.836785494;1558577_at
ACTG2;-0.253871439;5.041578831;-5.069790592;2.59E-06;1.28E-05;4.296437417;241148_at
ACTL10;-0.68650117;5.894715639;-5.696638567;2.04E-07;1.54E-06;6.750045526;232619_at
ACTL6A;0.26248093;7.843076718;2.550340272;0.012707772;0.022193037;-3.681532093;202666_s_at
ACTL6B;-0.699114228;5.643790633;-6.709816687;2.73E-09;5.64E-08;10.93989884;206014_at
ACTL7A;-0.476438696;4.705373397;-6.16547962;2.85E-08;3.24E-07;8.660466484;220501_at
ACTL7B;-0.42897289;5.119429538;-5.120863871;2.12E-06;1.08E-05;4.491326867;220498_at
ACTL8;-0.52418806;5.941936112;-6.397230278;1.06E-08;1.52E-07;9.623885834;214957_at
ACTL9;-0.24682519;3.480778749;-4.929269167;4.51E-06;2.05E-05;3.765326232;243208_x_at
ACTMAP;-0.041161204;6.751027084;-0.393820858;0.694781164;0.745123872;-6.728672133;222052_at
ACTN1;1.232979054;9.724278947;10.01999532;1.08E-15;4.31E-13;25.32979924;208636_at
ACTN2;-0.48449377;5.556541519;-4.884512169;5.36E-06;2.38E-05;3.597784422;203861_s_at
ACTN3;-0.144368553;4.717869679;-2.854216573;0.005515611;0.010507002;-2.930853675;206891_at
ACTN4;0.385785901;9.063211536;4.203028461;6.92E-05;0.000217154;1.154561621;200601_at
ACTR10;0.235603104;9.64791523;2.726408914;0.007894207;0.014494937;-3.255081591;222230_s_at
ACTR1A;0.146268958;7.470083845;2.948517473;0.00420472;0.008239896;-2.683934114;200721_s_at
ACTR1B;-0.415721719;7.911502298;-6.07635812;4.16E-08;4.34E-07;8.293112788;202135_s_at
ACTR2;0.581643;10.37512502;4.214448999;6.64E-05;0.000209438;1.193694059;200728_at
ACTR3;0.596307098;11.21106845;6.035319532;4.95E-08;4.96E-07;8.124579373;213101_s_at
ACTR3-AS1;0.014266581;3.84811079;0.235689653;0.814287398;0.847763796;-6.778406051;237075_at
ACTR3B;-0.204693354;5.910164158;-3.042907471;0.003186382;0.006435262;-2.430389209;1555487_a_at
ACTR3BP2;-0.297780606;4.296177613;-4.622785899;1.46E-05;5.66E-05;2.634639926;224425_x_at
ACTR3BP5;-0.083895288;3.517567607;-2.26470041;0.026289545;0.042379364;-4.321585536;224426_s_at
ACTR3BP6;-0.199909457;4.773575323;-3.61287091;0.000532327;0.001307855;-0.771280905;224424_x_at
ACTR3C;-0.854661702;5.932969915;-4.771957016;8.29E-06;3.45E-05;3.180043784;223874_at
ACTR5;0.312289682;4.860640736;3.565900819;0.00062131;0.001501906;-0.915900758;222147_s_at
ACTR6;0.680730082;6.783166998;4.156455685;8.18E-05;0.000251298;0.995672641;218395_at
ACTR8;-0.300566279;7.405843642;-5.409532455;6.64E-07;4.05E-06;5.610272598;222707_s_at
ACTRT2;-0.26509668;4.530679615;-3.92964134;0.000181969;0.000506731;0.238248628;237360_at
ACTRT3;0.184313236;4.328658695;2.638088829;0.010049888;0.017971468;-3.471969364;223665_at
ACVR1;1.31560535;8.116246037;9.607715108;6.77E-15;2.06E-12;23.5385034;203935_at
ACVR1B;-0.238285586;5.126731907;-4.414862222;3.19E-05;0.000110879;1.890995868;208218_s_at
ACVR1C;-0.557603671;5.697944016;-2.978684838;0.003850445;0.007616886;-2.603589174;1552519_at
ACVR2A;0.752707264;6.956766053;4.842043979;6.32E-06;2.74E-05;3.43955579;228416_at
ACVR2B;-0.300190915;5.675054138;-3.345044868;0.001263847;0.002827598;-1.577394969;220028_at
ACVR2B-AS1;-0.518766167;5.027084213;-6.083418601;4.03E-08;4.23E-07;8.322148441;215590_x_at
ACVRL1;-0.248586269;5.746426696;-4.445820324;2.84E-05;0.00010043;2.000448122;210838_s_at
ACY1;-0.466231434;5.02792092;-6.024789556;5.17E-08;5.14E-07;8.081401009;238849_at
ACY3;-0.690728467;5.287250323;-6.451578827;8.36E-09;1.28E-07;9.851409569;1554974_at
ACYP1;0.627268432;6.802223472;5.050693036;2.80E-06;1.36E-05;4.223813314;205260_s_at
ACYP2;-0.290571577;7.072323295;-3.921970636;0.000186876;0.000518521;0.213122168;206833_s_at
ADA;-0.806503082;6.47544856;-2.947132789;0.004221683;0.008268692;-2.687606304;216705_s_at
ADA2;0.631861311;8.335361964;2.925443007;0.004495781;0.008746018;-2.744947803;219505_at
ADAD1;-0.252466455;3.831538893;-4.400923534;3.36E-05;0.000115939;1.841864487;231448_at
ADAD2;-0.561475804;5.514241931;-6.266126496;1.85E-08;2.34E-07;9.077472439;236463_at
ADAL;-0.480075441;5.444276601;-7.685726228;3.69E-11;2.38E-09;15.13675737;238424_at
ADAM10;1.085193053;6.74018712;7.423120944;1.19E-10;5.76E-09;13.99745654;202604_x_at
ADAM11;-0.343954683;5.107431209;-6.697591697;2.88E-09;5.88E-08;10.88811055;207880_at
ADAM12;3.031223413;5.605299968;8.879842472;1.76E-13;3.06E-11;20.35768404;226777_at
ADAM15;-0.247101894;8.79292959;-2.587136563;0.011524246;0.020341828;-3.594379767;1555896_a_at
ADAM17;0.896491607;7.259909865;6.874380034;1.33E-09;3.40E-08;11.63931733;213532_at
ADAM18;-0.176644374;3.313282;-3.52210517;0.000716836;0.001706343;-1.049521717;207597_at
ADAM19;-0.344088366;5.189577767;-4.225828272;6.37E-05;0.000202007;1.232751128;221128_at
ADAM2;-0.059336825;2.83866111;-1.802176721;0.075356849;0.108313803;-5.214437431;207664_at
ADAM20;-0.258570113;4.952414441;-5.498185198;4.62E-07;3.01E-06;5.959507133;207422_at
ADAM21;-0.115537924;3.72619348;-2.697467605;0.00854904;0.015567652;-3.326804982;207665_at
ADAM22;1.277981883;5.058018485;7.202841314;3.14E-10;1.20E-08;13.04663242;213411_at
ADAM23;0.688493943;3.766312895;4.314455716;4.62E-05;0.000152806;1.539175873;213808_at
ADAM28;1.790547209;7.756090427;7.099520716;4.95E-10;1.67E-08;12.60247642;205997_at
ADAM29;-0.130102651;3.482564943;-3.37516056;0.001149111;0.002597578;-1.489030242;221337_s_at
ADAM30;-0.315273425;4.3074909;-4.86312424;5.83E-06;2.55E-05;3.518005468;221446_at
ADAM32;-0.049463944;3.884123473;-0.90914706;0.366055792;0.43200873;-6.394861589;1552266_at
ADAM33;0.29074508;5.484507692;2.316176568;0.023159307;0.037846643;-4.211094833;232570_s_at
ADAM3A;-0.077551805;2.911245702;-2.369093033;0.020289817;0.033611445;-4.095263055;216276_s_at
ADAM3B;-0.162937091;2.974376563;-4.553639519;1.90E-05;7.09E-05;2.385139029;217237_at
