GeneSymbol;logFC;AveExpr;t;P.Value;adj.P.Val;B;ProbeID
A1CF;-0.896663843;4.087309377;-5.222164737;1.12E-06;2.19E-05;5.183050171;7933640
A2M;-0.068113552;9.188860814;-0.498872095;0.619079417;0.739559864;-6.511813544;7960947
A2ML1;0.735167833;3.364676282;4.511683423;1.93E-05;0.000216966;2.473005974;7953775
A3GALT2;-0.077006594;2.676078307;-1.969102712;0.05199894;0.12279406;-4.749154663;7914643
A4GALT;0.19163486;4.759514533;2.622869636;0.010230451;0.034426262;-3.342139099;8076497
A4GNT;0.093651311;2.824202712;0.878580714;0.38195435;0.533061813;-6.253359332;8090955
AAAS;-0.161397083;5.630711508;-3.682835503;0.000392022;0.002500504;-0.361946483;7963646
AACS;0.037218931;5.214006591;0.506979632;0.613401673;0.735241557;-6.507772174;7959786
AADAC;0.06642878;3.69025109;0.238066701;0.812367309;0.881595049;-6.607168107;8083415
AADACL2;-0.044666862;2.173888391;-1.123602621;0.26415205;0.41131265;-6.012305924;8083409
AADACL3;-0.019891436;2.946476656;-0.381337924;0.703845936;0.803561038;-6.563114777;7897960
AADACL4;-0.14182416;2.421548696;-2.874801546;0.005038566;0.019656535;-2.707813528;7897955
AADAT;-0.129197036;3.917478617;-1.729711915;0.087089489;0.181739659;-5.172858748;8103706
AAGAB;0.054401235;5.542131244;1.272218096;0.206553413;0.345480078;-5.838171472;7989953
AAK1;-0.161616623;6.640260396;-3.269154037;0.001525878;0.007481414;-1.619645606;8052803
AAMDC;-0.063997463;4.396331543;-1.120191015;0.265595067;0.412784063;-6.016057224;7942783
AAMP;0.230912104;5.807374774;3.127158769;0.002373683;0.0106791;-2.02441793;8058914
AANAT;-0.071038473;3.669066224;-1.3046701;0.19531173;0.331459311;-5.797372582;8010071
AAR2;0.013066821;4.83871696;0.321896273;0.748273299;0.836893765;-6.583860177;8062286
AARD;-0.044026678;2.998615039;-1.205883725;0.231004198;0.374381643;-5.918480367;8148000
AARS1;-0.028494731;7.141320775;-0.411369594;0.681773683;0.78753699;-6.551304403;8002347
AARS2;0.078704149;3.921832355;1.788297482;0.077073076;0.165552279;-5.073871936;8126681
AASDH;-0.022895542;5.037796517;-0.302159716;0.76322333;0.847051142;-6.589974631;8100478
AASDHPPT;-0.176918316;6.840869774;-2.702826017;0.008210086;0.028830676;-3.146146292;7943552
AASS;-0.313007588;6.621167463;-3.400615736;0.001002061;0.005300461;-1.232374309;8142554
AATBC;0.161184823;2.940212117;2.976297683;0.003741569;0.015448421;-2.438602255;8070708
AATF;0.103323594;6.056198176;2.269510118;0.025611791;0.070538714;-4.146895991;8006690
AATK;-0.363942896;4.232527058;-5.174238699;1.37E-06;2.58E-05;4.993300137;8019090
ABAT;-1.110265451;5.343719913;-6.215944666;1.54E-08;6.74E-07;9.302372092;7993126
ABCA1;0.544989954;6.372122946;4.015128425;0.000122367;0.000977207;0.727304237;8162940
ABCA10;-0.912619812;4.987433319;-5.988612832;4.21E-08;1.55E-06;8.332154537;8018006
ABCA11P;-0.171253915;4.050908396;-1.893021116;0.061549299;0.139844696;-4.889309031;8098752
ABCA12;0.663193011;2.948151049;6.470819402;4.89E-09;2.64E-07;10.40654467;8058708
ABCA13;0.545554012;3.184181893;4.87041427;4.70E-06;6.93E-05;3.812815387;8132743
ABCA2;-0.000638119;5.030547504;-0.010358442;0.991758097;0.994713071;-6.635272473;8165345
ABCA3;-0.351605286;3.913740216;-6.201345802;1.64E-08;7.08E-07;9.239634666;7998784
ABCA4;0.026390002;2.846523312;1.036171475;0.302881698;0.453427283;-6.104935743;7917798
ABCA5;-0.980714249;6.578163177;-6.267304439;1.22E-08;5.60E-07;9.523537907;8018038
ABCA6;-0.507904915;5.642150266;-2.749574205;0.0072042;0.026013514;-3.02924379;8017964
ABCA7;0.031397311;4.323770914;0.7484462;0.456130928;0.602298119;-6.357804473;8024120
ABCA8;-1.135588979;5.277316276;-5.379270184;5.81E-07;1.30E-05;5.811432567;8017885
ABCA9;-0.540899278;5.406467585;-2.831117337;0.005714847;0.021634136;-2.821299121;8017927
ABCB1;-0.484295744;5.139082986;-2.944330267;0.004112337;0.016702174;-2.524222875;8140782
ABCB10;0.11331723;4.781631979;2.001349265;0.04834868;0.115930857;-4.688223982;7924956
ABCB11;0.040749016;2.752396161;0.873801469;0.384538175;0.535437833;-6.257485975;8056583
ABCB4;0.245559288;3.544803977;2.559599287;0.012137124;0.039285416;-3.493654736;8140752
ABCB5;-0.005716665;2.702237964;-0.070955848;0.943589392;0.966390143;-6.632823712;8131682
ABCB6;0.013692515;4.442158638;0.212376109;0.832291025;0.895075607;-6.612915932;8059111
ABCB7;0.071455985;5.722592188;1.158120214;0.249860806;0.395874629;-5.97372829;8173629
ABCB8;0.10571998;4.133675141;2.513729858;0.013713611;0.043210896;-3.601502932;8137310
ABCB9;0.017609967;3.306124799;0.608189965;0.544584188;0.677918197;-6.451876611;7967337
ABCC1;0.351627258;5.768910776;4.108727527;8.72E-05;0.000740771;1.045963338;7993478
ABCC10;-0.00072852;4.667165349;-0.01854012;0.985248768;0.990981349;-6.635154968;8119801
ABCC11;0.04597712;3.150479562;1.591311763;0.115025114;0.224126621;-5.394409167;8001271
ABCC12;-0.062273248;2.749497465;-1.854317498;0.066949135;0.148936933;-4.9586524;8001235
ABCC13;-0.093624148;2.807172189;-1.934990735;0.056112845;0.130275414;-4.812622136;8067877
ABCC2;-0.262268307;3.145107575;-2.321016936;0.022531605;0.063807234;-4.035959848;7929779
ABCC3;0.583536159;5.805447043;3.753827887;0.000307298;0.002061194;-0.134915391;8008454
ABCC4;0.04574307;5.798748996;0.590491683;0.556332124;0.687620503;-6.462377444;7972297
ABCC5;0.316267399;5.29990929;2.939318792;0.004173444;0.016893322;-2.537576608;8092418
ABCC6;-0.349020021;3.95628964;-3.945111752;0.000157191;0.001199881;0.492257655;7999727
ABCC6P2;-0.408491407;5.490568526;-3.91889849;0.000172524;0.001290641;0.405004196;7999591
ABCC8;-0.950169433;5.280239001;-4.734281978;8.08E-06;0.000106712;3.297164114;7946860
ABCC9;-0.423662986;6.47357754;-2.372320413;0.01979368;0.057783774;-3.9232726;7961710
ABCD1;-0.068401522;4.166812973;-1.12052005;0.265455654;0.412611817;-6.015695911;8170704
ABCD2;-0.069442368;3.705845075;-0.491106923;0.624539156;0.744324122;-6.515623512;7962312
ABCD3;-0.206908459;7.755923037;-2.193097194;0.030862763;0.081688559;-4.307381434;7903119
ABCD4;0.060137686;5.202250079;1.168891669;0.245515633;0.391115263;-5.96145798;7980115
ABCE1;-0.126938321;6.088200474;-1.480262506;0.142274653;0.2626504;-5.559544631;8097647
ABCF1;-0.004021628;6.600869133;-0.088205074;0.929908489;0.958565563;-6.631459403;8177797
ABCF2-H2BK1;-0.013170195;4.519367791;-0.220716975;0.825809779;0.890460632;-6.611121605;8143905
ABCF3;-0.00899066;5.536766665;-0.164578706;0.869642469;0.920432191;-6.6218666;8084360
ABCG1;0.510560268;4.687844902;5.018160623;2.59E-06;4.32E-05;4.381919078;8068761
ABCG2;-0.054279785;3.769515809;-0.39079913;0.696863774;0.798704157;-6.559490243;8101675
ABCG4;-0.049639289;3.460594837;-1.344063597;0.182286123;0.315679043;-5.746518712;7944447
ABCG5;-0.105893735;3.00081563;-0.886841906;0.377513666;0.528819546;-6.246174038;8051866
ABCG8;-0.107871743;3.404804988;-1.38396569;0.169771159;0.299579682;-5.693528466;8041696
ABHD1;-0.117050294;3.325580841;-2.483752287;0.014840899;0.045994838;-3.671072124;8040815
ABHD10;-0.030623049;5.673004804;-0.524752532;0.601037767;0.725664309;-6.498686302;8081612
ABHD11;0.258613854;4.648151019;3.098690127;0.002589497;0.011448115;-2.103843245;8140129
ABHD12;-0.332546252;6.600686714;-3.310894943;0.001336731;0.006719501;-1.497969256;8065469
ABHD12B;0.009203205;3.065612148;0.323480972;0.747076999;0.83610645;-6.583352496;7974288
ABHD13;-0.20211029;6.695281199;-4.229220029;5.60E-05;0.000518501;1.4634818;7969979
ABHD14A-ACY1;-0.260391332;5.005505117;-3.970138137;0.000143775;0.0011145;0.575940537;8080162
ABHD14B;-0.135664632;5.034077938;-3.359411105;0.001144566;0.005910995;-1.355032633;8087825
ABHD15;-0.137322154;4.926206959;-1.818015979;0.072368764;0.158034331;-5.022486354;8013919
ABHD16A;0.040493689;5.092873786;0.786155207;0.433829296;0.58225095;-6.329234211;8125017
ABHD16B;-0.081717025;3.464179407;-1.540009764;0.127045809;0.241299234;-5.472104753;8064203
ABHD17A;-0.289282716;6.833395338;-3.15409681;0.002184997;0.010004547;-1.948727294;8032371
ABHD17B;-0.060838617;4.460630898;-1.00813413;0.316076768;0.467482268;-6.13309052;8161727
ABHD17C;1.081739616;5.671417467;9.506420713;2.88E-15;4.62E-12;24.28186188;7985310
ABHD18;-0.332166059;5.50294686;-3.887946564;0.00019247;0.001404912;0.302505774;8097373
ABHD2;0.34434116;6.992710391;4.096916671;9.10E-05;0.000766793;1.00547649;7985809
ABHD3;0.389719656;5.557620882;3.869246654;0.00020557;0.001482535;0.240859318;8022488
ABHD4;0.211263795;5.219640804;3.493033235;0.000740835;0.004172289;-0.953104189;7973306
ABHD5;-0.072461801;5.54694695;-1.004202604;0.317957266;0.469327555;-6.136978182;8079153
ABHD6;0.015054525;5.031513069;0.150179927;0.880956721;0.927848945;-6.62411835;8080762
ABHD8;-0.139368306;4.723446164;-2.521012356;0.013451634;0.042525779;-3.584493059;8035271
ABI1;0.220031954;6.987822675;4.062045274;0.000103309;0.000850665;0.886403868;7932616
ABI2;0.198000635;5.940336112;2.887733126;0.004852962;0.019084614;-2.673942327;8047659
ABI3;-0.108151963;4.388518741;-2.392461459;0.018802257;0.055393647;-3.878439711;8008185
ABI3BP;-0.504659973;6.230158951;-2.631537918;0.009991496;0.033740146;-3.321133807;8089145
ABITRAM;-0.062942454;3.832571232;-0.901620702;0.369650627;0.520983809;-6.23315518;8157144
ABL1;0.003623472;6.198125373;0.036528299;0.970941532;0.982375182;-6.634662675;8158725
ABL2;-0.135816221;6.230233888;-1.002621121;0.318715808;0.469916718;-6.138537833;7922610
ABLIM1;-0.238778079;6.51966407;-2.901390278;0.004663787;0.018463916;-2.638034022;7936463
ABLIM2;-0.061022221;4.601142945;-0.859961118;0.392081856;0.542696031;-6.269311589;8099279
ABLIM3;0.796293669;4.913701526;5.802068338;9.52E-08;2.98E-06;7.547393028;8109093
ABO;0.141512346;4.224315919;2.319553336;0.022614399;0.063967771;-4.039142651;8164853
ABR;0.415148291;5.476343899;4.446973664;2.47E-05;0.000265578;2.238047108;8010983
ABRA;0.043308762;2.512880952;0.972482845;0.333401364;0.484933695;-6.167800445;8152291
ABRACL;0.310259611;4.351412169;3.469427083;0.00080065;0.004439869;-1.024980781;8122336
ABRAXAS1;-0.17088437;4.377076625;-2.756028852;0.007074516;0.025616096;-3.012969824;8101489
ABRAXAS2;0.165007586;5.431792939;2.906175945;0.00459912;0.018268024;-2.625418079;7931216
ABT1;0.137282925;3.916797567;2.559888442;0.012127726;0.039263803;-3.492969531;8117522
ABTB1;0.055961843;4.823162362;0.924288738;0.357792876;0.509124731;-6.212776167;8082380
ABTB2;0.31534369;4.017229227;4.450648182;2.43E-05;0.000262666;2.25133175;7947462
ABTB3;0.097428121;3.425222054;1.382714401;0.17015341;0.30005154;-5.695212752;7958352
ACAA1;-0.071862683;2.04786421;-1.1345098;0.259575521;0.406360052;-6.000238339;8086216
ACAA2;-0.256698075;6.016833802;-3.206751023;0.001855877;0.008763055;-1.799286635;8023261
ACACA;0.259669564;5.53007928;3.41659522;0.000951429;0.005086447;-1.184496777;8014487
ACACB;-0.959926038;5.106725083;-7.572038572;2.99E-11;4.96E-09;15.33129401;7958466
ACAD10;-0.098491715;4.796525355;-1.909552987;0.059357122;0.135996944;-4.859286874;7958761
ACAD11;-0.144095533;6.169987436;-2.000788563;0.048410231;0.116037443;-4.689291175;8090715
ACAD8;-0.117906863;5.417408698;-2.039797618;0.044284468;0.10819637;-4.614393988;7945283
ACAD9;0.140256221;5.952997681;2.633143141;0.009947804;0.033620131;-3.317237467;8082444
ACADL;-1.670314699;4.833971706;-6.05516327;3.14E-08;1.21E-06;8.614661668;8058591
ACADM;-0.595391267;7.05064176;-6.55642386;3.32E-09;2.00E-07;10.78095926;7902367
ACADS;-0.138569112;4.631942133;-2.327230555;0.022183083;0.063112588;-4.022427669;7959220
ACADSB;-0.42900899;4.932323883;-4.548277224;1.67E-05;0.000193941;2.606816458;7931168
ACADVL;-0.485103484;7.60016009;-5.78646481;1.02E-07;3.15E-06;7.482245658;8004271
ACAN;0.06826748;3.78118832;1.371336304;0.173659394;0.304782847;-5.710461143;7985786
ACAP2;0.299125926;7.035748922;3.903692197;0.000182063;0.001344191;0.354576282;8092933
ACAP3;-0.040937589;4.843649656;-0.702545286;0.484141547;0.626953857;-6.390709443;7911458
ACAT1;-0.965357301;6.689378749;-7.173638224;1.94E-10;2.05E-08;13.52556633;7943605
ACAT2;0.326024757;4.465083808;3.112514564;0.002482515;0.011062571;-2.065346985;8123137
ACBD3;0.239591427;7.55262216;5.816266345;8.95E-08;2.84E-06;7.606739976;7924701
ACBD4;-0.101523923;4.170435384;-1.978421737;0.050920705;0.120791277;-4.731639204;8007730
ACBD5;0.352168678;6.014815515;3.967816322;0.000144972;0.001121439;0.568161325;7932703
ACBD6;0.065130363;4.237247223;1.472553998;0.144339182;0.265460142;-5.570586332;7922656
ACBD7;0.06738999;3.336926962;1.825127512;0.071279187;0.156147947;-5.010073345;7932214
ACCS;-0.133913836;4.977411497;-2.191883529;0.030953241;0.081845496;-4.309890708;7939507
ACCSL;-0.089576057;3.139909521;-2.500935443;0.014184983;0.044395737;-3.631283705;7939494
ACD;0.114700819;4.237731386;2.642150475;0.009705831;0.032960549;-3.29533639;8002057
ACE;0.051053735;4.091777064;0.870874013;0.386126214;0.536912139;-6.260002761;8009096
ACE2;-0.352273158;4.21268386;-1.976757959;0.051111801;0.121154986;-4.734771892;8171449
ACER1;-0.017995653;2.902318748;-0.399986099;0.690108877;0.793355893;-6.555886061;8033151
ACER2;0.18894951;4.62079247;1.725328035;0.087880115;0.183071947;-5.180141971;8154563
ACER3;0.258453937;4.644979187;2.97763815;0.003726718;0.01540473;-2.434995438;7942679
ACHE;0.133167435;3.610833281;2.693642608;0.008422105;0.029412137;-3.168911532;8141648
ACIN1;0.02236529;5.661681706;0.51515434;0.607700664;0.731059428;-6.503631742;7977906
ACKR1;-0.324573712;3.824432441;-3.006036506;0.003424625;0.014378347;-2.358271754;7906435
ACKR2;-0.060651586;3.502332871;-1.082783865;0.281779644;0.430612734;-6.056460909;8079117
ACKR3;-0.057090647;3.501703804;-0.859883979;0.392124155;0.542728556;-6.269376978;8049471
ACKR4;0.099356536;5.631492895;0.64925669;0.517816133;0.654624125;-6.426326576;8122334
ACLY;-0.146066104;7.085734156;-1.825257102;0.07125946;0.156141817;-5.009846732;8015460
ACMSD;0.094748395;3.172580565;1.69760557;0.093017087;0.191084486;-5.225798435;8045368
ACO1;-0.504425032;7.018590795;-6.064440869;3.01E-08;1.18E-06;8.654147322;8154733
ACO2;-0.06431476;6.38012713;-0.914867423;0.362691351;0.513815713;-6.221306422;8073430
ACOD1;0.029742489;2.030471793;1.216961887;0.226781404;0.369459765;-5.905357483;7969482
ACOT1;-0.035529993;4.485941227;-0.452783804;0.65178757;0.764710044;-6.533555712;7975598
ACOT11;0.200139409;3.713419769;3.064121014;0.002876051;0.012476142;-2.199501608;7901613
ACOT12;-0.051057641;2.656074096;-1.813219257;0.073111485;0.159216975;-5.030833509;8112920
ACOT13;-0.031875774;5.630164661;-0.389367668;0.697918505;0.799455839;-6.560044311;8117219
ACOT2;-0.120020446;5.348906109;-1.453811535;0.149456234;0.27267529;-5.597203964;7975602
ACOT4;0.035963162;3.166562578;0.780380651;0.437202327;0.585028378;-6.333699136;7975607
ACOT6;0.041531358;2.375346805;1.478586022;0.142721684;0.263239988;-5.561950704;7975613
ACOT7;0.054703407;5.769304307;1.066886965;0.288859493;0.437976043;-6.073226618;7912012
ACOT8;0.121645804;4.098850494;2.614946505;0.010453377;0.034972596;-3.3612868;8066598
ACOT9;0.417444563;6.617122437;4.673084162;1.03E-05;0.0001299;3.06818181;8171802
ACOX1;-0.300269095;6.982223522;-2.923344622;0.004373859;0.017554418;-2.580016898;8018558
ACOX2;-0.286227428;4.095663385;-4.722839672;8.46E-06;0.000110839;3.254215361;8088397
ACOX3;-0.246824974;5.149473278;-3.401518516;0.000999134;0.005287626;-1.229674009;8099304
ACOXL;-0.067569688;3.083445002;-1.486263642;0.140683416;0.260412256;-5.550910587;8044353
ACOXL-AS1;-0.006492242;2.225931172;-0.182456658;0.855632282;0.910242412;-6.618784249;8054607
ACP1;-0.069183301;6.611012933;-1.013504179;0.313520222;0.464798196;-6.127756395;8039961
ACP2;-0.07370546;5.432506715;-1.381014338;0.170673804;0.300749683;-5.697498768;7947815
ACP3;-0.128142795;3.739295256;-1.401492362;0.164485589;0.292848256;-5.669783557;8082673
ACP4;-0.11322387;4.283110793;-2.012102601;0.047181096;0.113581643;-4.667704149;8030736
ACP5;0.547892767;5.28024851;4.810444149;5.98E-06;8.40E-05;3.584602817;8034304
ACP6;0.393711753;4.70346638;4.822545876;5.70E-06;8.09E-05;3.630522828;7919326
ACP7;0.120814717;2.936830817;2.227672011;0.028380404;0.076385782;-4.235374706;8028570
ACR;-0.146760586;3.156506219;-3.469522343;0.000800399;0.004439869;-1.024691474;8054766
ACRBP;-0.121285226;4.085618766;-2.832445599;0.005693113;0.02156883;-2.817869819;7960642
ACRV1;-0.037628243;2.756709088;-1.114542483;0.267996358;0.415420256;-6.022243797;7952503
ACSBG1;-0.017706628;3.157633972;-0.570540673;0.569724318;0.698966102;-6.473845923;7990683
ACSBG2;0.061021599;2.739270202;2.149980468;0.034222292;0.088620162;-4.395760042;8025011
ACSF2;0.28467978;4.735914809;3.310716482;0.001337491;0.00672215;-1.498492045;8008321
ACSF3;0.109776905;4.667871961;2.034472408;0.044829279;0.109185562;-4.624696066;7997863
ACSL1;-0.028002701;6.845828667;-0.20806694;0.835644028;0.897244298;-6.613815891;8103951
ACSL3;0.478934484;6.776228696;5.765845402;1.11E-07;3.39E-06;7.396276767;8048733
ACSL4;0.2466557;6.707982702;1.740717718;0.085130303;0.178749488;-5.154497978;8174474
ACSL5;1.431503336;6.764992293;6.630403698;2.37E-09;1.52E-07;11.10587583;7930498
ACSL6;-0.151919556;3.622167048;-4.64757902;1.14E-05;0.000141074;2.973279853;8113938
ACSM1;-0.105845609;3.153545044;-1.953421711;0.053857088;0.126170597;-4.778456556;7999981
ACSM2A;-0.067553907;2.595749159;-2.363595465;0.020237374;0.05881143;-3.942590238;7993737
ACSM2B;-0.015006193;2.670782598;-0.519889047;0.604409724;0.728607997;-6.501203539;7999965
ACSM3;-0.964984593;5.204815402;-3.744374652;0.000317478;0.002116203;-0.165328706;7993756
ACSM5;-0.246837275;3.298323882;-4.476246675;2.21E-05;0.00024243;2.344071543;7993726
ACSM6;-0.374558085;2.938083734;-4.213316448;5.94E-05;0.000543856;1.407912068;7929497
ACSS1;-0.569524222;5.167871572;-5.355837096;6.41E-07;1.40E-05;5.717100442;8065444
ACSS2;0.036853941;4.847204696;0.444289549;0.657893402;0.769216501;-6.537334137;8062041
ACSS3;-0.229947119;5.336734732;-2.25669086;0.026433727;0.072360635;-4.174162034;7957386
ACTA1;0.005034409;5.14930822;0.08642326;0.931320798;0.959197293;-6.631614028;7924910
ACTA2;1.177091783;9.561598726;5.48298126;3.75E-07;9.10E-06;6.231400505;7934906
ACTA2-AS1;0.228970352;3.675637466;2.599478069;0.0109013;0.036165206;-3.398525947;7929026
ACTB;0.687489504;9.534859562;5.910527341;5.93E-08;2.04E-06;8.002358193;8137979
ACTBL2;0.331939164;2.039202552;4.48089502;2.17E-05;0.000239243;2.360947845;8112198
ACTC1;-0.055419056;3.578320524;-0.488454778;0.626408727;0.745846471;-6.516911164;7987315
ACTE1P;-0.016158551;3.321947216;-0.262766117;0.793327852;0.868662954;-6.601024678;7950064
ACTG1;0.380993044;10.3711517;5.837937765;8.14E-08;2.63E-06;7.697449216;8019183
ACTG1P17;-0.006841656;3.394821209;-0.154871446;0.877267395;0.925347379;-6.623407283;7991017
ACTG2;0.622911531;4.951934262;2.479071707;0.015024213;0.046428388;-3.681868877;8042788
ACTL10;-0.006058951;4.396297;-0.133427415;0.894151485;0.936726579;-6.626479029;8061944
ACTL6A;0.300176888;5.40921186;4.282904406;4.58E-05;0.000440274;1.65208534;8084067
ACTL6B;-0.140066764;3.528458861;-3.015528116;0.00332882;0.014055828;-2.332495909;8141580
ACTL7A;-0.026757014;2.381220439;-0.986289354;0.326619565;0.477886586;-6.154503529;8157141
ACTL7B;-0.107596157;3.970919098;-1.852177481;0.067258929;0.149453358;-4.962447913;8163019
ACTL8;0.041599684;3.24696676;0.820761253;0.413938058;0.563279651;-6.301796751;7898516
ACTL9;-0.164157088;5.041540672;-2.370607713;0.019880089;0.057968755;-3.927069585;8033662
ACTMAP;-0.150755525;4.570921751;-2.418112161;0.017603687;0.052548943;-3.820860706;8036956
ACTN1;0.850213388;7.682446025;6.161653188;1.96E-08;8.20E-07;9.069350721;7979824
ACTN2;-0.089144427;3.47692458;-1.887073716;0.062354433;0.141262663;-4.900050715;7910727
ACTN3;0.003486986;3.123459502;0.07696036;0.938824895;0.963632417;-6.63238234;7941662
ACTN4;0.586833336;8.450092438;6.705806826;1.68E-09;1.15E-07;11.43827665;8028524
ACTR10;0.126501594;6.343207466;2.580088423;0.011487229;0.037582143;-3.444937033;7974587
ACTR1A;0.113874249;6.220914463;1.875852704;0.063897611;0.14366512;-4.920232158;7936028
ACTR1B;0.133812198;5.273974135;2.061887143;0.042084779;0.1040906;-4.571398293;8054077
ACTR2;0.456068422;9.382125241;6.68384153;1.86E-09;1.25E-07;11.34132099;8042337
ACTR3;0.515439205;8.90564736;5.851232068;7.69E-08;2.51E-06;7.753168205;8044686
ACTR3B;-0.289247149;6.13079952;-5.061158442;2.17E-06;3.75E-05;4.549326217;8137474
ACTR3BP2;0.018652974;1.772341762;0.900404801;0.370293613;0.521590939;-6.234234263;8043487
ACTR3BP5;-0.150747901;2.24986206;-3.162977149;0.002125923;0.009794648;-1.923661643;8071058
ACTR3C;-0.435232747;5.908275762;-2.887446685;0.004857004;0.019095644;-2.674693955;8143766
ACTR5;0.280911754;4.888319575;5.567120951;2.62E-07;6.74E-06;6.574998391;8062545
ACTR6;0.21281411;4.451466514;2.342220014;0.021361874;0.061301782;-3.989651521;7957793
ACTR8;0.12138404;5.70341677;1.827428433;0.070929597;0.155585938;-5.006047516;8088151
ACTRT1;-0.007962094;2.43116542;-0.292374742;0.770669066;0.852692215;-6.59286294;8174979
ACTRT2;0.007220016;3.849797845;0.194823536;0.845967606;0.904027656;-6.616466383;7897128
ACTRT3;0.004292405;2.812537936;0.095858032;0.92384518;0.955142794;-6.630759412;8092002
ACVR1;0.525655814;6.08849865;6.143579597;2.12E-08;8.71E-07;8.99195675;8056005
ACVR1B;-0.277231158;6.569723201;-3.880589223;0.000197526;0.001433729;0.278226278;7955535
ACVR1C;-0.771421801;4.774384031;-5.281187353;8.76E-07;1.80E-05;5.417996322;8055992
ACVR2A;0.005947894;6.761223023;0.061259734;0.951287385;0.970894277;-6.633460797;8045587
ACVR2B;-0.105074164;3.892806035;-1.854841172;0.066873509;0.148822818;-4.957723;8078805
ACVRL1;0.066522564;4.621583849;1.140264472;0.257183547;0.403753973;-5.993825792;7955562
ACY1;0.372420026;4.628516624;4.751864472;7.54E-06;0.000100893;3.363280436;8080168
ACY3;-0.292782365;4.424865444;-3.07882457;0.002750748;0.012028379;-2.158920285;7949873
ACYP1;-0.008631491;4.06005323;-0.156128016;0.876279707;0.924609608;-6.62321312;7980265
ACYP2;-0.152461706;4.63880193;-2.800919364;0.006229952;0.023179852;-2.898901408;8041982
ADA;-0.00969362;4.613236917;-0.089704086;0.92872051;0.957954566;-6.631326877;8066431
ADA2;0.00265999;5.17423902;0.018308477;0.985433051;0.991028592;-6.63515921;8074237
ADAD1;-0.173064805;2.442997353;-4.2380439;5.42E-05;0.000504226;1.494373773;8097236
ADAD2;-0.123512896;4.495540307;-2.433420944;0.016921246;0.050895962;-3.78624013;7997569
ADAL;-0.174911272;4.062719033;-2.37026354;0.019897494;0.058007476;-3.927832309;7983191
ADAM10;0.560666956;8.096770164;7.219290538;1.56E-10;1.70E-08;13.7313056;7989224
ADAM11;-0.001503205;4.090999379;-0.038527626;0.969351831;0.981385868;-6.634588099;8007675
ADAM12;1.073763977;5.436325923;4.108513987;8.73E-05;0.000740912;1.045230633;7936968
ADAM15;0.247117406;5.041252559;3.101382;0.002568336;0.011371976;-2.096358119;7905881
ADAM17;0.364292936;6.696169359;3.822802881;0.000241886;0.001686308;0.088668472;8050190
ADAM18;-0.032321223;2.528259244;-1.027954653;0.306709592;0.45728447;-6.113265114;8146069
ADAM19;0.790928947;5.094607228;5.761791951;1.13E-07;3.43E-06;7.379392875;8115490
ADAM2;0.06278932;2.392284791;1.902309799;0.060309349;0.13771754;-4.872470244;8150395
ADAM20;0.071644659;4.542646498;1.059072442;0.292384082;0.441839248;-6.081379615;7979927
ADAM20P1;0.16884957;3.241930031;1.744427086;0.084478203;0.177677492;-5.1482852;7979925
ADAM21;0.015109883;2.094734393;0.341126344;0.733798837;0.825920645;-6.577531529;7975406
ADAM21P1;-0.004263099;2.488991942;-0.078996681;0.937209598;0.962652241;-6.632224521;7979904
ADAM22;0.616598531;4.872170257;3.913449747;0.000175885;0.001309682;0.386918894;8133983
ADAM23;0.139600702;3.827839096;1.129182279;0.261803869;0.408806571;-6.006146804;8047788
ADAM28;1.118165753;6.497874891;5.559672631;2.70E-07;6.90E-06;6.544480182;8145293
ADAM29;0.020793986;2.567325562;0.673793214;0.502159339;0.641709268;-6.410272072;8098368
ADAM30;-0.02488839;2.301832849;-0.782222463;0.436124825;0.584191146;-6.332278561;7919088
ADAM32;-0.147994235;3.891066447;-1.471492647;0.144625257;0.2659057;-5.572102316;8146024
ADAM33;-0.192390395;5.211422262;-3.260019768;0.001570483;0.007648202;-1.64611093;8064686
ADAM3A;0.008003195;2.669633238;0.308669884;0.758281769;0.843622276;-6.588000412;8150375
ADAM5;0.0477764;2.446772999;1.879538378;0.063387237;0.14284526;-4.913615584;8146051
ADAM6;-0.080886867;3.215211174;-1.571600182;0.119531574;0.230594992;-5.424546818;7986629
ADAM7;-0.100534928;2.461888056;-3.288582231;0.001434919;0.007128666;-1.563161943;8145334
ADAM8;0.581727067;4.429273328;6.684393062;1.85E-09;1.25E-07;11.34375422;7937150
ADAM9;1.131328648;8.47078651;6.79012868;1.14E-09;8.51E-08;11.81140956;8146000
ADAMDEC1;0.393152728;3.542631631;1.837244508;0.069454209;0.153199386;-4.988819891;8145317
ADAMTS1;-0.729946694;7.31915688;-3.116181452;0.002454837;0.010972082;-2.055112877;8069676
ADAMTS10;-0.100157543;4.901076783;-1.581946168;0.117149045;0.227313871;-5.408772793;8033635
ADAMTS12;1.41234152;5.365487736;7.603648133;2.58E-11;4.40E-09;15.47547291;8111387
ADAMTS13;-0.019478237;4.014468353;-0.578937111;0.564069148;0.694211205;-6.469067054;8159036
ADAMTS14;0.427949596;3.857063483;5.474701268;3.88E-07;9.33E-06;6.197725704;7928147
ADAMTS15;-0.187057689;3.987567902;-1.6923744;0.094013384;0.192610345;-5.234336003;7945232
ADAMTS16;-0.221276981;4.704558838;-1.947615047;0.054559312;0.127488207;-4.789252486;8104321
ADAMTS17;-0.469615909;4.213028619;-5.376764948;5.87E-07;1.31E-05;5.801337552;7991516
